celebrity_name,season,week,weekly_avg_score,weekly_total_score,num_judges,was_eliminated,weekly_rank_by_avg,weekly_rank_by_total,weekly_score_percentage,results,placement
David Alan Grier,8,3.0,8.0,24.0,3,False,5.0,5.0,9.448818897637794,Eliminated Week 5,9
David Alan Grier,8,4.0,7.333333333333333,22.0,3,False,6.0,6.0,9.090909090909092,Eliminated Week 5,9
David Alan Grier,8,5.0,7.333333333333333,22.0,3,False,6.0,6.0,10.476190476190476,Eliminated Week 5,9
David Alan Grier,8,6.0,0.0,0.0,3,True,9.0,9.0,0.0,Eliminated Week 5,9
David Alan Grier,8,7.0,0.0,0.0,3,True,8.0,8.0,0.0,Eliminated Week 5,9
David Alan Grier,8,8.0,0.0,0.0,3,True,7.0,7.0,0.0,Eliminated Week 5,9
David Alan Grier,8,9.0,0.0,0.0,3,True,6.0,6.0,0.0,Eliminated Week 5,9
David Alan Grier,8,10.0,0.0,0.0,3,True,5.0,5.0,0.0,Eliminated Week 5,9
David Alan Grier,8,11.0,0.0,0.0,3,True,4.0,4.0,0.0,Eliminated Week 5,9
David Arquette,13,1.0,6.0,18.0,3,False,6.0,6.0,8.294930875576037,Eliminated Week 7,6
David Arquette,13,2.0,6.0,18.0,3,False,9.0,9.0,8.071748878923767,Eliminated Week 7,6
David Arquette,13,3.0,8.0,24.0,3,False,4.0,4.0,10.126582278481013,Eliminated Week 7,6
David Arquette,13,4.0,7.666666666666667,23.0,3,False,5.0,5.0,11.004784688995215,Eliminated Week 7,6
David Arquette,13,5.0,8.333333333333334,25.0,3,False,2.0,2.0,13.297872340425531,Eliminated Week 7,6
David Arquette,13,6.0,7.666666666666667,23.0,3,False,4.0,4.0,13.855421686746988,Eliminated Week 7,6
David Arquette,13,7.0,7.833333333333333,23.5,3,False,5.0,5.0,16.040955631399317,Eliminated Week 7,6
David Arquette,13,8.0,0.0,0.0,3,True,6.0,6.0,0.0,Eliminated Week 7,6
David Arquette,13,9.0,0.0,0.0,3,True,5.0,5.0,0.0,Eliminated Week 7,6
David Arquette,13,10.0,0.0,0.0,3,True,4.0,4.0,0.0,Eliminated Week 7,6
David Arquette,13,11.0,,0.0,0,True,,1.0,,Eliminated Week 7,6
David Hasselhoff,11,1.0,5.0,15.0,3,False,10.0,10.0,6.607929515418502,Eliminated Week 1,12
David Hasselhoff,11,2.0,0.0,0.0,3,True,12.0,12.0,0.0,Eliminated Week 1,12
David Hasselhoff,11,3.0,0.0,0.0,3,True,11.0,11.0,0.0,Eliminated Week 1,12
David Hasselhoff,11,4.0,0.0,0.0,3,True,10.0,10.0,0.0,Eliminated Week 1,12
David Hasselhoff,11,5.0,0.0,0.0,3,True,9.0,9.0,0.0,Eliminated Week 1,12
David Hasselhoff,11,6.0,0.0,0.0,3,True,8.0,8.0,0.0,Eliminated Week 1,12
David Hasselhoff,11,7.0,0.0,0.0,4,True,7.0,7.0,0.0,Eliminated Week 1,12
David Hasselhoff,11,8.0,0.0,0.0,3,True,6.0,6.0,0.0,Eliminated Week 1,12
David Hasselhoff,11,9.0,0.0,0.0,3,True,5.0,5.0,0.0,Eliminated Week 1,12
David Hasselhoff,11,10.0,0.0,0.0,3,True,4.0,4.0,0.0,Eliminated Week 1,12
David Hasselhoff,11,11.0,,0.0,0,True,,1.0,,Eliminated Week 1,12
David Ross,24,1.0,7.0,28.0,4,False,3.0,3.0,9.271523178807946,2nd Place,2
David Ross,24,2.0,6.75,27.0,4,False,8.0,8.0,8.231707317073171,2nd Place,2
David Ross,24,3.0,7.75,31.0,4,False,5.0,5.0,9.841269841269842,2nd Place,2
David Ross,24,4.0,7.75,31.0,4,False,7.0,7.0,9.509202453987731,2nd Place,2
David Ross,24,5.0,7.25,29.0,4,False,9.0,9.0,9.539473684210527,2nd Place,2
David Ross,24,6.0,7.75,31.0,4,False,7.0,7.0,11.524163568773234,2nd Place,2
David Ross,24,7.0,8.0,32.0,4,False,6.0,6.0,12.648221343873518,2nd Place,2
David Ross,24,8.0,8.125,32.5,4,False,4.0,4.0,18.624641833810887,2nd Place,2
David Ross,24,9.0,8.75,35.0,4,False,4.0,4.0,23.1023102310231,2nd Place,2
David Ross,24,10.0,9.083325,36.3333,4,False,3.0,3.0,31.502925005917643,2nd Place,2
David Ross,24,11.0,,0.0,0,True,,1.0,,2nd Place,2
DeMarcus Ware,27,1.0,7.666666666666667,23.0,3,False,1.0,1.0,9.019607843137255,Eliminated Week 7,7
DeMarcus Ware,27,2.0,7.833333333333333,23.5,3,False,6.0,6.0,8.687615526802219,Eliminated Week 7,7
DeMarcus Ware,27,3.0,8.666666666666666,26.0,3,False,5.0,5.0,9.59409594095941,Eliminated Week 7,7
DeMarcus Ware,27,4.0,7.333333333333333,22.0,3,False,7.0,7.0,9.482758620689655,Eliminated Week 7,7
DeMarcus Ware,27,5.0,8.666666666666666,26.0,3,False,4.0,4.0,11.711711711711711,Eliminated Week 7,7
DeMarcus Ware,27,6.0,8.666666666666666,26.0,3,False,5.0,5.0,11.353711790393014,Eliminated Week 7,7
DeMarcus Ware,27,7.0,8.833333333333334,26.5,3,False,6.0,6.0,12.183908045977011,Eliminated Week 7,7
DeMarcus Ware,27,8.0,0.0,0.0,3,True,7.0,7.0,0.0,Eliminated Week 7,7
DeMarcus Ware,27,9.0,0.0,0.0,3,True,5.0,5.0,0.0,Eliminated Week 7,7
DeMarcus Ware,27,10.0,,0.0,0,True,,1.0,,Eliminated Week 7,7
DeMarcus Ware,27,11.0,,0.0,0,True,,1.0,,Eliminated Week 7,7
Debbie Gibson,25,1.0,5.666666666666667,17.0,3,False,10.0,10.0,7.112970711297072,Eliminated Week 2,12
Debbie Gibson,25,2.0,6.833333333333333,20.5,3,False,7.0,7.0,7.495429616087751,Eliminated Week 2,12
Debbie Gibson,25,3.0,0.0,0.0,3,True,12.0,12.0,0.0,Eliminated Week 2,12
Debbie Gibson,25,4.0,0.0,0.0,3,True,12.0,12.0,0.0,Eliminated Week 2,12
Debbie Gibson,25,5.0,0.0,0.0,3,True,11.0,11.0,0.0,Eliminated Week 2,12
Debbie Gibson,25,6.0,0.0,0.0,4,True,10.0,10.0,0.0,Eliminated Week 2,12
Debbie Gibson,25,7.0,0.0,0.0,3,True,9.0,9.0,0.0,Eliminated Week 2,12
Debbie Gibson,25,8.0,0.0,0.0,3,True,7.0,7.0,0.0,Eliminated Week 2,12
Debbie Gibson,25,9.0,0.0,0.0,3,True,6.0,6.0,0.0,Eliminated Week 2,12
Debbie Gibson,25,10.0,0.0,0.0,4,True,5.0,5.0,0.0,Eliminated Week 2,12
Debbie Gibson,25,11.0,,0.0,0,True,,1.0,,Eliminated Week 2,12
Debi Mazar,9,1.0,7.333333333333333,22.0,3,False,10.0,10.0,5.418740566465287,Eliminated Week 3,12
Debi Mazar,9,2.0,7.0,21.0,3,False,4.0,4.0,7.142857142857142,Eliminated Week 3,12
Debi Mazar,9,3.0,5.666666666666667,17.0,3,False,10.0,10.0,6.5891472868217065,Eliminated Week 3,12
Debi Mazar,9,4.0,0.0,0.0,3,True,12.0,12.0,0.0,Eliminated Week 3,12
Debi Mazar,9,5.0,0.0,0.0,3,True,11.0,11.0,0.0,Eliminated Week 3,12
Debi Mazar,9,6.0,0.0,0.0,3,True,10.0,10.0,0.0,Eliminated Week 3,12
Debi Mazar,9,7.0,0.0,0.0,3,True,8.0,8.0,0.0,Eliminated Week 3,12
Debi Mazar,9,8.0,0.0,0.0,3,True,6.0,6.0,0.0,Eliminated Week 3,12
Debi Mazar,9,9.0,0.0,0.0,3,True,5.0,5.0,0.0,Eliminated Week 3,12
Debi Mazar,9,10.0,0.0,0.0,3,True,4.0,4.0,0.0,Eliminated Week 3,12
Debi Mazar,9,11.0,,0.0,0,True,,1.0,,Eliminated Week 3,12
Denise Richards,8,1.0,6.0,18.0,3,False,7.0,7.0,7.4074074074074066,Eliminated Week 3,12
Denise Richards,8,2.0,7.0,21.0,3,False,5.0,5.0,7.9245283018867925,Eliminated Week 3,12
Denise Richards,8,3.0,5.333333333333333,16.0,3,False,10.0,10.0,6.299212598425196,Eliminated Week 3,12
Denise Richards,8,4.0,0.0,0.0,3,True,12.0,12.0,0.0,Eliminated Week 3,12
Denise Richards,8,5.0,0.0,0.0,3,True,10.0,10.0,0.0,Eliminated Week 3,12
Denise Richards,8,6.0,0.0,0.0,3,True,9.0,9.0,0.0,Eliminated Week 3,12
Denise Richards,8,7.0,0.0,0.0,3,True,8.0,8.0,0.0,Eliminated Week 3,12
Denise Richards,8,8.0,0.0,0.0,3,True,7.0,7.0,0.0,Eliminated Week 3,12
Denise Richards,8,9.0,0.0,0.0,3,True,6.0,6.0,0.0,Eliminated Week 3,12
Denise Richards,8,10.0,0.0,0.0,3,True,5.0,5.0,0.0,Eliminated Week 3,12
Denise Richards,8,11.0,0.0,0.0,3,True,4.0,4.0,0.0,Eliminated Week 3,12
Derek Fisher,25,1.0,6.0,18.0,3,False,7.0,7.0,7.531380753138076,Eliminated Week 4,11
Derek Fisher,25,2.0,6.333333333333333,19.0,3,False,11.0,11.0,6.946983546617916,Eliminated Week 4,11
Derek Fisher,25,3.0,7.0,21.0,3,False,6.0,6.0,8.60655737704918,Eliminated Week 4,11
Derek Fisher,25,4.0,7.666666666666667,23.0,3,False,10.0,10.0,8.487084870848708,Eliminated Week 4,11
Derek Fisher,25,5.0,0.0,0.0,3,True,11.0,11.0,0.0,Eliminated Week 4,11
Derek Fisher,25,6.0,0.0,0.0,4,True,10.0,10.0,0.0,Eliminated Week 4,11
Derek Fisher,25,7.0,0.0,0.0,3,True,9.0,9.0,0.0,Eliminated Week 4,11
Derek Fisher,25,8.0,0.0,0.0,3,True,7.0,7.0,0.0,Eliminated Week 4,11
Derek Fisher,25,9.0,0.0,0.0,3,True,6.0,6.0,0.0,Eliminated Week 4,11
Derek Fisher,25,10.0,0.0,0.0,4,True,5.0,5.0,0.0,Eliminated Week 4,11
Derek Fisher,25,11.0,,0.0,0,True,,1.0,,Eliminated Week 4,11
Diana Nyad,18,1.0,6.0,18.0,3,False,11.0,11.0,6.870229007633588,Eliminated Week 2,12
Diana Nyad,18,2.0,0.0,0.0,3,True,12.0,12.0,0.0,Eliminated Week 2,12
Diana Nyad,18,3.0,0.0,0.0,4,True,10.0,10.0,0.0,Eliminated Week 2,12
Diana Nyad,18,4.0,0.0,0.0,4,True,10.0,10.0,0.0,Eliminated Week 2,12
Diana Nyad,18,5.0,0.0,0.0,4,True,10.0,10.0,0.0,Eliminated Week 2,12
Diana Nyad,18,6.0,0.0,0.0,4,True,9.0,9.0,0.0,Eliminated Week 2,12
Diana Nyad,18,7.0,0.0,0.0,4,True,8.0,8.0,0.0,Eliminated Week 2,12
Diana Nyad,18,8.0,0.0,0.0,4,True,7.0,7.0,0.0,Eliminated Week 2,12
Diana Nyad,18,9.0,0.0,0.0,4,True,6.0,6.0,0.0,Eliminated Week 2,12
Diana Nyad,18,10.0,0.0,0.0,3,True,5.0,5.0,0.0,Eliminated Week 2,12
Diana Nyad,18,11.0,,0.0,0,True,,1.0,,Eliminated Week 2,12
Donald Driver,14,1.0,7.0,21.0,3,False,8.0,8.0,7.777777777777778,1st Place,1
Donald Driver,14,2.0,8.0,24.0,3,False,5.0,5.0,8.921933085501859,1st Place,1
Donald Driver,14,3.0,8.666666666666666,26.0,3,False,4.0,4.0,9.285714285714286,1st Place,1
Donald Driver,14,4.0,9.0,27.0,3,False,1.0,1.0,11.587982832618025,1st Place,1
Donald Driver,14,5.0,9.0,27.0,3,False,3.0,3.0,12.053571428571429,1st Place,1
Donald Driver,14,6.0,11.3333,33.9999,3,False,4.0,4.0,13.178291569008133,1st Place,1
Donald Driver,14,7.0,8.833333333333334,26.5,3,False,3.0,3.0,14.441416893732969,1st Place,1
Donald Driver,14,8.0,9.166666666666666,27.5,3,False,3.0,3.0,16.819571865443425,1st Place,1
Donald Driver,14,9.0,9.5,28.5,3,False,3.0,3.0,24.782608695652176,1st Place,1
Donald Driver,14,10.0,9.888866666666667,29.666600000000003,3,False,2.0,2.0,33.208930162582334,1st Place,1
Donald Driver,14,11.0,,0.0,0,True,,1.0,,1st Place,1
Donny Osmond,9,1.0,9.999966666666666,29.999899999999997,3,False,5.0,5.0,7.389167050904632,1st Place,1
Donny Osmond,9,2.0,8.333333333333334,25.0,3,False,3.0,3.0,8.503401360544217,1st Place,1
Donny Osmond,9,3.0,7.0,21.0,3,False,4.0,4.0,8.13953488372093,1st Place,1
Donny Osmond,9,4.0,8.0,24.0,3,False,4.0,4.0,9.917355371900827,1st Place,1
Donny Osmond,9,5.0,9.666666666666666,29.0,3,False,1.0,1.0,11.983471074380166,1st Place,1
Donny Osmond,9,6.0,10.3333,30.999899999999997,3,False,5.0,5.0,11.92307973373754,1st Place,1
Donny Osmond,9,7.0,8.666666666666666,26.0,3,False,3.0,3.0,14.814814814814813,1st Place,1
Donny Osmond,9,8.0,8.333333333333334,25.0,3,False,4.0,4.0,19.083969465648856,1st Place,1
Donny Osmond,9,9.0,8.222199999999999,24.6666,3,False,4.0,4.0,23.125016992245907,1st Place,1
Donny Osmond,9,10.0,9.6666,28.9998,3,False,1.0,1.0,35.12776905634048,1st Place,1
Donny Osmond,9,11.0,,0.0,0,True,,1.0,,1st Place,1
Dorothy Hamill,16,1.0,7.0,21.0,3,False,2.0,2.0,9.170305676855897,Withdrew,12
Dorothy Hamill,16,2.0,5.0,15.0,3,False,12.0,12.0,6.147540983606557,Withdrew,12
Dorothy Hamill,16,3.0,0.0,0.0,3,True,12.0,12.0,0.0,Withdrew,12
Dorothy Hamill,16,4.0,0.0,0.0,3,True,11.0,11.0,0.0,Withdrew,12
Dorothy Hamill,16,5.0,0.0,0.0,3,True,10.0,10.0,0.0,Withdrew,12
Dorothy Hamill,16,6.0,0.0,0.0,3,True,9.0,9.0,0.0,Withdrew,12
Dorothy Hamill,16,7.0,0.0,0.0,3,True,8.0,8.0,0.0,Withdrew,12
Dorothy Hamill,16,8.0,0.0,0.0,3,True,7.0,7.0,0.0,Withdrew,12
Dorothy Hamill,16,9.0,0.0,0.0,3,True,6.0,6.0,0.0,Withdrew,12
Dorothy Hamill,16,10.0,0.0,0.0,3,True,5.0,5.0,0.0,Withdrew,12
Dorothy Hamill,16,11.0,,0.0,0,True,,1.0,,Withdrew,12
Doug Flutie,22,1.0,5.0,15.0,3,False,11.0,11.0,6.329113924050633,Eliminated Week 6,9
Doug Flutie,22,2.0,6.666666666666667,20.0,3,False,5.0,5.0,8.47457627118644,Eliminated Week 6,9
Doug Flutie,22,3.0,6.666666666666667,20.0,3,False,8.0,8.0,8.438818565400844,Eliminated Week 6,9
Doug Flutie,22,4.0,6.0,24.0,4,False,10.0,10.0,7.523510971786834,Eliminated Week 6,9
Doug Flutie,22,5.0,7.0,28.0,4,False,7.0,7.0,10.144927536231885,Eliminated Week 6,9
Doug Flutie,22,6.0,7.0,21.0,3,False,9.0,9.0,9.251101321585903,Eliminated Week 6,9
Doug Flutie,22,7.0,0.0,0.0,3,True,9.0,9.0,0.0,Eliminated Week 6,9
Doug Flutie,22,8.0,0.0,0.0,3,True,7.0,7.0,0.0,Eliminated Week 6,9
Doug Flutie,22,9.0,0.0,0.0,3,True,6.0,6.0,0.0,Eliminated Week 6,9
Doug Flutie,22,10.0,0.0,0.0,3,True,4.0,4.0,0.0,Eliminated Week 6,9
Doug Flutie,22,11.0,,0.0,0,True,,1.0,,Eliminated Week 6,9
Drew Carey,18,1.0,7.0,21.0,3,False,7.0,7.0,8.015267175572518,Eliminated Week 6,8
Drew Carey,18,2.0,7.0,21.0,3,False,7.0,7.0,8.60655737704918,Eliminated Week 6,8
Drew Carey,18,3.0,7.5,30.0,4,False,9.0,9.0,9.646302250803858,Eliminated Week 6,8
Drew Carey,18,4.0,8.25,33.0,4,False,4.0,4.0,11.11111111111111,Eliminated Week 6,8
Drew Carey,18,5.0,7.0,28.0,4,False,9.0,9.0,8.695652173913043,Eliminated Week 6,8
Drew Carey,18,6.0,8.0,32.0,4,False,7.0,7.0,11.347517730496454,Eliminated Week 6,8
Drew Carey,18,7.0,0.0,0.0,4,True,8.0,8.0,0.0,Eliminated Week 6,8
Drew Carey,18,8.0,0.0,0.0,4,True,7.0,7.0,0.0,Eliminated Week 6,8
Drew Carey,18,9.0,0.0,0.0,4,True,6.0,6.0,0.0,Eliminated Week 6,8
Drew Carey,18,10.0,0.0,0.0,3,True,5.0,5.0,0.0,Eliminated Week 6,8
Drew Carey,18,11.0,,0.0,0,True,,1.0,,Eliminated Week 6,8
Drew Lachey,2,1.0,8.0,24.0,3,False,1.0,1.0,12.307692307692308,1st Place,1
Drew Lachey,2,2.0,9.0,27.0,3,False,2.0,2.0,13.5,1st Place,1
Drew Lachey,2,3.0,9.0,27.0,3,False,1.0,1.0,14.835164835164836,1st Place,1
Drew Lachey,2,4.0,9.333333333333334,28.0,3,False,1.0,1.0,17.72151898734177,1st Place,1
Drew Lachey,2,5.0,9.0,27.0,3,False,2.0,2.0,17.880794701986755,1st Place,1
Drew Lachey,2,6.0,10.0,30.0,3,False,1.0,1.0,22.55639097744361,1st Place,1
Drew Lachey,2,7.0,9.166666666666666,27.5,3,False,1.0,1.0,26.96078431372549,1st Place,1
Drew Lachey,2,8.0,9.6666,28.9998,3,False,1.0,1.0,34.38729131809769,1st Place,1
Drew Lachey,2,9.0,,0.0,0,True,,1.0,,1st Place,1
Drew Lachey,2,10.0,,0.0,0,True,,1.0,,1st Place,1
Drew Lachey,2,11.0,,0.0,0,True,,1.0,,1st Place,1
Drew Lachey,15,1.0,7.166666666666667,21.5,3,False,6.0,6.0,7.775768535262206,Eliminated Week 3,11
Drew Lachey,15,2.0,7.5,22.5,3,False,7.0,7.0,8.152173913043478,Eliminated Week 3,11
Drew Lachey,15,3.0,8.0,24.0,3,False,9.0,9.0,8.633093525179856,Eliminated Week 3,11
Drew Lachey,15,4.0,0.0,0.0,4,True,10.0,10.0,0.0,Eliminated Week 3,11
Drew Lachey,15,5.0,0.0,0.0,3,True,9.0,9.0,0.0,Eliminated Week 3,11
Drew Lachey,15,6.0,0.0,0.0,3,True,9.0,9.0,0.0,Eliminated Week 3,11
Drew Lachey,15,7.0,0.0,0.0,3,True,8.0,8.0,0.0,Eliminated Week 3,11
Drew Lachey,15,8.0,0.0,0.0,3,True,8.0,8.0,0.0,Eliminated Week 3,11
Drew Lachey,15,9.0,0.0,0.0,3,True,6.0,6.0,0.0,Eliminated Week 3,11
Drew Lachey,15,10.0,0.0,0.0,3,True,4.0,4.0,0.0,Eliminated Week 3,11
Drew Lachey,15,11.0,,0.0,0,True,,1.0,,Eliminated Week 3,11
Drew Scott,25,1.0,5.333333333333333,16.0,3,False,11.0,11.0,6.694560669456067,Eliminated Week 10,4
Drew Scott,25,2.0,6.833333333333333,20.5,3,False,7.0,7.0,7.495429616087751,Eliminated Week 10,4
Drew Scott,25,3.0,7.666666666666667,23.0,3,False,3.0,3.0,9.426229508196721,Eliminated Week 10,4
Drew Scott,25,4.0,8.0,24.0,3,False,4.0,4.0,8.856088560885608,Eliminated Week 10,4
Drew Scott,25,5.0,8.333333333333334,25.0,3,False,6.0,6.0,9.578544061302683,Eliminated Week 10,4
Drew Scott,25,6.0,7.5,30.0,4,False,8.0,8.0,9.803921568627452,Eliminated Week 10,4
Drew Scott,25,7.0,9.5,28.5,3,False,2.0,2.0,13.25581395348837,Eliminated Week 10,4
Drew Scott,25,8.0,7.833333333333333,23.5,3,False,6.0,6.0,15.015974440894569,Eliminated Week 10,4
Drew Scott,25,9.0,8.0,24.0,3,False,5.0,5.0,17.77777777777778,Eliminated Week 10,4
Drew Scott,25,10.0,9.375,37.5,4,False,4.0,4.0,23.97871457464638,Eliminated Week 10,4
Drew Scott,25,11.0,,0.0,0,True,,1.0,,Eliminated Week 10,4
Dwight Howard ,33,1.0,7.333333333333333,22.0,3,False,2.0,2.0,8.906882591093117,Eliminated Week 7,6
Dwight Howard ,33,2.0,7.333333333333333,22.0,3,False,2.0,2.0,8.527131782945736,Eliminated Week 7,6
Dwight Howard ,33,3.0,6.5,26.0,4,False,9.0,9.0,8.176100628930817,Eliminated Week 7,6
Dwight Howard ,33,4.0,7.25,29.0,4,False,9.0,9.0,9.863945578231291,Eliminated Week 7,6
Dwight Howard ,33,5.0,8.0,24.0,3,False,6.0,6.0,11.881188118811881,Eliminated Week 7,6
Dwight Howard ,33,6.0,10.333333333333334,31.0,3,False,3.0,3.0,15.048543689320388,Eliminated Week 7,6
Dwight Howard ,33,7.0,8.0,24.0,3,False,6.0,6.0,15.0,Eliminated Week 7,6
Dwight Howard ,33,8.0,0.0,0.0,3,True,6.0,6.0,0.0,Eliminated Week 7,6
Dwight Howard ,33,9.0,0.0,0.0,3,True,6.0,6.0,0.0,Eliminated Week 7,6
Dwight Howard ,33,10.0,,0.0,0,True,,1.0,,Eliminated Week 7,6
Dwight Howard ,33,11.0,,0.0,0,True,,1.0,,Eliminated Week 7,6
Dylan Efron,34,1.0,5.0,10.0,2,False,9.0,9.0,6.097560975609756,4th Place,4
Dylan Efron,34,2.0,6.666666666666667,20.0,3,False,9.0,9.0,7.194244604316546,4th Place,4
Dylan Efron,34,3.0,7.666666666666667,23.0,3,False,3.0,3.0,8.949416342412452,4th Place,4
Dylan Efron,34,4.0,7.666666666666667,23.0,3,False,5.0,5.0,9.274193548387096,4th Place,4
Dylan Efron,34,5.0,9.0,36.0,4,False,1.0,1.0,11.501597444089457,4th Place,4
Dylan Efron,34,6.0,8.0,32.0,4,False,7.0,7.0,9.411764705882353,4th Place,4
Dylan Efron,34,7.0,9.5,38.0,4,False,4.0,4.0,11.44578313253012,4th Place,4
Dylan Efron,34,8.0,9.5,38.0,4,False,4.0,4.0,12.603648424543948,4th Place,4
Dylan Efron,34,9.0,10.5,42.0,4,False,1.0,1.0,15.555555555555555,4th Place,4
Dylan Efron,34,10.0,9.166666666666666,27.5,3,False,6.0,6.0,15.988372093023257,4th Place,4
Dylan Efron,34,11.0,9.777733333333334,29.3332,3,False,4.0,4.0,19.864532303262358,4th Place,4
Elaine Hendrix,34,1.0,6.0,12.0,2,False,6.0,6.0,7.317073170731707,5th Place,5
Elaine Hendrix,34,2.0,7.0,21.0,3,False,5.0,5.0,7.553956834532374,5th Place,5
Elaine Hendrix,34,3.0,7.0,21.0,3,False,8.0,8.0,8.171206225680933,5th Place,5
Elaine Hendrix,34,4.0,8.0,24.0,3,False,2.0,2.0,9.67741935483871,5th Place,5
Elaine Hendrix,34,5.0,7.5,30.0,4,False,6.0,6.0,9.584664536741213,5th Place,5
Elaine Hendrix,34,6.0,9.0,36.0,4,False,3.0,3.0,10.588235294117647,5th Place,5
Elaine Hendrix,34,7.0,8.0,32.0,4,False,8.0,8.0,9.63855421686747,5th Place,5
Elaine Hendrix,34,8.0,9.375,37.5,4,False,6.0,6.0,12.437810945273633,5th Place,5
Elaine Hendrix,34,9.0,9.0,36.0,4,False,6.0,6.0,13.333333333333334,5th Place,5
Elaine Hendrix,34,10.0,9.5,28.5,3,False,4.0,4.0,16.569767441860463,5th Place,5
Elaine Hendrix,34,11.0,9.6666,28.9998,3,False,5.0,5.0,19.63875280869962,5th Place,5
Elisabetta Canalis,13,1.0,5.0,15.0,3,False,11.0,11.0,6.912442396313365,Eliminated Week 2,11
Elisabetta Canalis,13,2.0,7.0,21.0,3,False,4.0,4.0,9.417040358744394,Eliminated Week 2,11
Elisabetta Canalis,13,3.0,0.0,0.0,3,True,11.0,11.0,0.0,Eliminated Week 2,11
Elisabetta Canalis,13,4.0,0.0,0.0,3,True,10.0,10.0,0.0,Eliminated Week 2,11
Elisabetta Canalis,13,5.0,0.0,0.0,3,True,9.0,9.0,0.0,Eliminated Week 2,11
Elisabetta Canalis,13,6.0,0.0,0.0,3,True,8.0,8.0,0.0,Eliminated Week 2,11
Elisabetta Canalis,13,7.0,0.0,0.0,3,True,7.0,7.0,0.0,Eliminated Week 2,11
Elisabetta Canalis,13,8.0,0.0,0.0,3,True,6.0,6.0,0.0,Eliminated Week 2,11
Elisabetta Canalis,13,9.0,0.0,0.0,3,True,5.0,5.0,0.0,Eliminated Week 2,11
Elisabetta Canalis,13,10.0,0.0,0.0,3,True,4.0,4.0,0.0,Eliminated Week 2,11
Elisabetta Canalis,13,11.0,,0.0,0,True,,1.0,,Eliminated Week 2,11
Elizabeth Berkley Lauren,17,1.0,8.0,24.0,3,False,2.0,2.0,9.375,Eliminated Week 9,6
Elizabeth Berkley Lauren,17,2.0,8.333333333333334,25.0,3,False,2.0,2.0,9.398496240601503,Eliminated Week 9,6
Elizabeth Berkley Lauren,17,3.0,8.333333333333334,25.0,3,False,4.0,4.0,9.803921568627452,Eliminated Week 9,6
Elizabeth Berkley Lauren,17,4.0,9.0,27.0,3,False,1.0,1.0,11.39240506329114,Eliminated Week 9,6
Elizabeth Berkley Lauren,17,5.0,8.666666666666666,26.0,3,False,6.0,6.0,11.063829787234042,Eliminated Week 9,6
Elizabeth Berkley Lauren,17,6.0,10.6666,31.9998,3,False,2.0,2.0,13.852775247706486,Eliminated Week 9,6
Elizabeth Berkley Lauren,17,7.0,9.0,27.0,3,False,5.0,5.0,12.18961625282167,Eliminated Week 9,6
Elizabeth Berkley Lauren,17,8.0,8.333333333333334,25.0,3,False,6.0,6.0,13.020833333333334,Eliminated Week 9,6
Elizabeth Berkley Lauren,17,9.0,9.333333333333334,28.0,3,False,2.0,2.0,17.77777777777778,Eliminated Week 9,6
Elizabeth Berkley Lauren,17,10.0,0.0,0.0,4,True,6.0,6.0,0.0,Eliminated Week 9,6
Elizabeth Berkley Lauren,17,11.0,0.0,0.0,3,True,5.0,5.0,0.0,Eliminated Week 9,6
Emmitt Smith,3,1.0,8.0,24.0,3,False,2.0,2.0,11.320754716981133,1st Place,1
Emmitt Smith,3,2.0,8.0,24.0,3,False,3.0,3.0,10.434782608695652,1st Place,1
Emmitt Smith,3,3.0,6.333333333333333,19.0,3,False,9.0,9.0,9.178743961352657,1st Place,1
Emmitt Smith,3,4.0,8.0,24.0,3,False,4.0,4.0,12.121212121212121,1st Place,1
Emmitt Smith,3,5.0,9.0,27.0,3,False,1.0,1.0,14.917127071823206,1st Place,1
Emmitt Smith,3,6.0,8.333333333333334,25.0,3,False,2.0,2.0,21.1864406779661,1st Place,1
Emmitt Smith,3,7.0,9.5,28.5,3,False,1.0,1.0,21.11111111111111,1st Place,1
Emmitt Smith,3,8.0,9.0,27.0,3,False,2.0,2.0,24.770642201834864,1st Place,1
Emmitt Smith,3,9.0,9.833333333333334,29.5,3,False,1.0,1.0,33.33333333333333,1st Place,1
Emmitt Smith,3,10.0,9.888866666666667,29.666600000000003,3,False,1.0,1.0,50.0,1st Place,1
Emmitt Smith,3,11.0,,0.0,0,True,,1.0,,1st Place,1
Emmitt Smith,15,1.0,8.166666666666666,24.5,3,False,1.0,1.0,8.860759493670885,Eliminated Week 9,4
Emmitt Smith,15,2.0,7.5,22.5,3,False,7.0,7.0,8.152173913043478,Eliminated Week 9,4
Emmitt Smith,15,3.0,8.333333333333334,25.0,3,False,8.0,8.0,8.992805755395683,Eliminated Week 9,4
Emmitt Smith,15,4.0,9.0,36.0,4,False,5.0,5.0,11.19751166407465,Eliminated Week 9,4
Emmitt Smith,15,5.0,9.333333333333334,28.0,3,False,6.0,6.0,12.598425196850393,Eliminated Week 9,4
Emmitt Smith,15,6.0,8.833333333333334,26.5,3,False,8.0,8.0,11.725663716814159,Eliminated Week 9,4
Emmitt Smith,15,7.0,11.499966666666666,34.4999,3,False,4.0,4.0,14.256198261730507,Eliminated Week 9,4
Emmitt Smith,15,8.0,9.685133333333333,29.0554,3,False,4.0,4.0,14.58037890899821,Eliminated Week 9,4
