season,week,celebrity_name,predicted_fan_votes
32.0,7.0,Charity Lawson,126774.10645209653
32.0,7.0,Harry Jowsey,36870.66066504702
32.0,7.0,Jason Mraz,126774.16484270779
32.0,7.0,Lele Pons,161997.1782627117
32.0,7.0,Xochitl Gomez,196390.8325918709
32.0,8.0,Alyson Hannigan,144904.90283239476
32.0,8.0,Ariana Madix,233563.08589111458
32.0,8.0,Barry Williams,113908.89992187459
32.0,8.0,Charity Lawson,175021.7966420608
32.0,8.0,Harry Jowsey,46549.29289200467
32.0,8.0,Jason Mraz,81529.79526840252
32.0,8.0,Xochitl Gomez,204522.22655214812
32.0,9.0,Alyson Hannigan,106375.15737345713
32.0,9.0,Ariana Madix,148620.3698238926
32.0,9.0,Charity Lawson,189063.32047821395
32.0,9.0,Harry Jowsey,60734.8629461696
32.0,9.0,Jason Mraz,266848.1267657833
32.0,9.0,Xochitl Gomez,228358.16261248343
32.0,10.0,Alyson Hannigan,82840.78595766093
32.0,10.0,Ariana Madix,202715.3718682548
32.0,10.0,Charity Lawson,257876.9464867804
32.0,10.0,Jason Mraz,145093.0298175686
32.0,10.0,Xochitl Gomez,311473.86586973525
32.0,11.0,Alyson Hannigan,82749.98907930628
32.0,11.0,Ariana Madix,174105.23823503102
32.0,11.0,Charity Lawson,174104.31379228947
32.0,11.0,Jason Mraz,284520.2294188282
32.0,11.0,Xochitl Gomez,284520.2294745451
33.0,1.0,Anna Delvey,58420.75555226025
33.0,1.0,Brooks Nader,58420.782935268246
33.0,1.0,Chandler Kinney,134241.52098602662
33.0,1.0,Danny Amendola,97013.0513235403
33.0,1.0,Dwight Howard ,125016.88260529003
33.0,1.0,Eric Roberts,15537.805758977409
33.0,1.0,Ilona Maher,58420.741105711946
33.0,1.0,Jenn Tran,82761.56320255467
33.0,1.0,Joey Graziadei,111084.69461227473
33.0,1.0,Phaedra Parks,82761.73331856301
33.0,1.0,Reginald VelJohnson,27214.019405768824
33.0,1.0,Stephen Nedoroscik,111084.70626563049
33.0,1.0,Tori Spelling,38021.74292813349
33.0,2.0,Anna Delvey,38011.19830644944
33.0,2.0,Brooks Nader,68248.97782777385
33.0,2.0,Chandler Kinney,134204.4630769403
33.0,2.0,Danny Amendola,87511.15534687514
33.0,2.0,Dwight Howard ,115710.75508438883
33.0,2.0,Eric Roberts,21525.094836421937
33.0,2.0,Ilona Maher,87511.18850635225
33.0,2.0,Jenn Tran,53409.678755978144
33.0,2.0,Joey Graziadei,115710.81428247524
33.0,2.0,Phaedra Parks,87511.18721581742
33.0,2.0,Reginald VelJohnson,21525.027998079375
33.0,2.0,Stephen Nedoroscik,115710.78907313626
33.0,2.0,Tori Spelling,53409.669689311806
33.0,3.0,Brooks Nader,105271.27577035433
33.0,3.0,Chandler Kinney,143687.28738926767
33.0,3.0,Danny Amendola,92182.07268189911
33.0,3.0,Dwight Howard ,51340.7154457136
33.0,3.0,Eric Roberts,36747.09336753809
33.0,3.0,Ilona Maher,72138.99901517142
33.0,3.0,Jenn Tran,124612.68996860344
33.0,3.0,Joey Graziadei,156287.39595507432
33.0,3.0,Phaedra Parks,72139.02406940015
33.0,3.0,Reginald VelJohnson,20980.894230257716
33.0,3.0,Stephen Nedoroscik,124612.55210672012
33.0,4.0,Brooks Nader,93031.63713078103
33.0,4.0,Chandler Kinney,93031.61565320718
33.0,4.0,Danny Amendola,177502.2132739994
33.0,4.0,Dwight Howard ,29885.82400748054
33.0,4.0,Ilona Maher,93031.43275760718
33.0,4.0,Jenn Tran,93031.43957987022
33.0,4.0,Joey Graziadei,177502.1947103176
33.0,4.0,Phaedra Parks,93031.64129662488
33.0,4.0,Stephen Nedoroscik,149952.001590112
33.0,5.0,Chandler Kinney,207287.78869689268
33.0,5.0,Danny Amendola,126511.45920612429
33.0,5.0,Dwight Howard ,64444.30175838845
33.0,5.0,Ilona Maher,173178.3257456117
33.0,5.0,Jenn Tran,126511.58050986072
33.0,5.0,Joey Graziadei,173178.45866877638
33.0,5.0,Phaedra Parks,64443.92506819521
33.0,5.0,Stephen Nedoroscik,64444.1603461506
33.0,6.0,Chandler Kinney,218934.61779394615
33.0,6.0,Danny Amendola,97869.64858796186
33.0,6.0,Dwight Howard ,159937.61895382914
33.0,6.0,Ilona Maher,46515.95313236964
33.0,6.0,Jenn Tran,159937.5521866975
33.0,6.0,Joey Graziadei,218934.56388534402
33.0,6.0,Stephen Nedoroscik,97870.04545985171
33.0,7.0,Chandler Kinney,266848.2651170062
33.0,7.0,Danny Amendola,106375.12622123344
33.0,7.0,Dwight Howard ,60734.69403107199
33.0,7.0,Ilona Maher,148621.40694897395
33.0,7.0,Joey Graziadei,228357.68749645408
33.0,7.0,Stephen Nedoroscik,189062.82018526032
33.0,8.0,Chandler Kinney,284744.42847590474
33.0,8.0,Danny Amendola,145046.5292302002
33.0,8.0,Ilona Maher,202650.78428397197
33.0,8.0,Joey Graziadei,284744.24960336596
33.0,8.0,Stephen Nedoroscik,82814.00840655708
33.0,9.0,Chandler Kinney,311326.2985613912
33.0,9.0,Danny Amendola,82801.48919819329
33.0,9.0,Ilona Maher,145024.2764765859
33.0,9.0,Joey Graziadei,230424.25575962823
33.0,9.0,Stephen Nedoroscik,230423.68000420142
34.0,1.0,Alix Earle,97082.77091031324
34.0,1.0,Andy Richter,18817.128829644433
34.0,1.0,Baron Davis,46690.39642480737
34.0,1.0,Corey Feldman,18817.131939120165
34.0,1.0,Danielle Fishel,76501.76798057281
34.0,1.0,Dylan Efron,46690.433589540946
34.0,1.0,Elaine Hendrix,76501.78015905956
34.0,1.0,Hilaria Baldwin,109258.88571434467
34.0,1.0,Jen Affleck,76501.75938883278
34.0,1.0,Jordan Chiles,46690.37725703015
34.0,1.0,Lauren Jauregui,97082.75767475147
34.0,1.0,Robert Irwin,121337.2018539247
34.0,1.0,Scott Hoying,46690.433568977576
34.0,1.0,Whitney Leavitt,121337.17470908014
34.0,2.0,Alix Earle,80696.99577209771
34.0,2.0,Andy Richter,23796.790883166905
34.0,2.0,Baron Davis,37809.78089669562
34.0,2.0,Corey Feldman,13586.774167760397
34.0,2.0,Danielle Fishel,51084.972008109384
34.0,2.0,Dylan Efron,59695.55132836379
34.0,2.0,Elaine Hendrix,80697.00755386832
34.0,2.0,Hilaria Baldwin,80697.02141994103
34.0,2.0,Jen Affleck,113357.05770108607
34.0,2.0,Jordan Chiles,113357.07948612286
34.0,2.0,Lauren Jauregui,80697.05175618253
34.0,2.0,Robert Irwin,113357.0587251424
34.0,2.0,Scott Hoying,37809.83063185055
34.0,2.0,Whitney Leavitt,113357.02766961245
34.0,3.0,Alix Earle,117456.66050179837
34.0,3.0,Andy Richter,24861.729551815894
34.0,3.0,Danielle Fishel,61688.710753744526
34.0,3.0,Dylan Efron,117456.66102815919
34.0,3.0,Elaine Hendrix,61688.714714198875
34.0,3.0,Hilaria Baldwin,90021.33525133107
34.0,3.0,Jen Affleck,43903.32289474581
34.0,3.0,Jordan Chiles,139009.22721352993
34.0,3.0,Lauren Jauregui,24861.726340639
34.0,3.0,Robert Irwin,90021.34464053462
34.0,3.0,Scott Hoying,90021.33960826554
34.0,3.0,Whitney Leavitt,139009.22750123715
34.0,4.0,Alix Earle,130944.02596923317
34.0,4.0,Andy Richter,20972.174239162145
34.0,4.0,Danielle Fishel,44125.848973422566
34.0,4.0,Dylan Efron,92144.87369065631
34.0,4.0,Elaine Hendrix,130943.99866388548
34.0,4.0,Hilaria Baldwin,92144.95071625
34.0,4.0,Jen Affleck,92144.98539399385
34.0,4.0,Jordan Chiles,130944.01020076405
34.0,4.0,Robert Irwin,65284.77404387301
34.0,4.0,Scott Hoying,44125.99350215529
34.0,4.0,Whitney Leavitt,156224.36460660404
34.0,5.0,Alix Earle,147660.68375831307
34.0,5.0,Andy Richter,24861.230524134207
34.0,5.0,Danielle Fishel,52308.435676716734
34.0,5.0,Dylan Efron,170263.37382357608
34.0,5.0,Elaine Hendrix,85481.75982443024
34.0,5.0,Jen Affleck,52308.28294470836
34.0,5.0,Jordan Chiles,109231.8137376846
34.0,5.0,Robert Irwin,147660.7370786554
34.0,5.0,Scott Hoying,85481.65288230641
34.0,5.0,Whitney Leavitt,124742.02974947491
34.0,6.0,Alix Earle,93476.51031023837
34.0,6.0,Andy Richter,24861.564125998546
34.0,6.0,Danielle Fishel,124742.73554148743
34.0,6.0,Dylan Efron,69185.26850088098
34.0,6.0,Elaine Hendrix,124742.70273089284
34.0,6.0,Jen Affleck,69185.16883736763
34.0,6.0,Jordan Chiles,162759.64578014382
34.0,6.0,Robert Irwin,124742.66440638341
34.0,6.0,Scott Hoying,43543.97068126637
34.0,6.0,Whitney Leavitt,162759.76908534058
34.0,7.0,Alix Earle,187145.29635094063
34.0,7.0,Andy Richter,29973.499558601856
34.0,7.0,Danielle Fishel,93305.2262344227
34.0,7.0,Dylan Efron,122238.01889012597
34.0,7.0,Elaine Hendrix,52497.87786950618
34.0,7.0,Jen Affleck,73346.68932624493
34.0,7.0,Jordan Chiles,122237.90511060595
34.0,7.0,Robert Irwin,150393.27301561437
34.0,7.0,Whitney Leavitt,168862.2136439375
34.0,8.0,Alix Earle,162007.35571029354
34.0,8.0,Andy Richter,36872.921886529824
34.0,8.0,Danielle Fishel,64582.43616063588
34.0,8.0,Dylan Efron,126782.40530182383
34.0,8.0,Elaine Hendrix,90229.84174407009
34.0,8.0,Jordan Chiles,185011.23334830982
34.0,8.0,Robert Irwin,126782.33246656338
34.0,8.0,Whitney Leavitt,207731.47338177366
34.0,9.0,Alix Earle,144837.9202622163
34.0,9.0,Andy Richter,46528.03221736948
34.0,9.0,Dylan Efron,204428.35333372754
34.0,9.0,Elaine Hendrix,81492.47916459022
34.0,9.0,Jordan Chiles,113856.26929442158
34.0,9.0,Robert Irwin,204428.5842676928
34.0,9.0,Whitney Leavitt,204428.3614599821
34.0,10.0,Alix Earle,208658.1148792101
34.0,10.0,Dylan Efron,60685.368862165575
34.0,10.0,Elaine Hendrix,127683.45277684001
34.0,10.0,Jordan Chiles,127683.1808827341
34.0,10.0,Robert Irwin,266631.54655178956
34.0,10.0,Whitney Leavitt,208658.33604726067
34.0,11.0,Alix Earle,311326.1830616756
34.0,11.0,Dylan Efron,145025.35848962178
34.0,11.0,Elaine Hendrix,82801.2621323655
34.0,11.0,Jordan Chiles,230423.81884387974
34.0,11.0,Robert Irwin,230423.37747245748
