celebrity_name,season,week,weekly_avg_score,weekly_total_score,num_judges,was_eliminated,weekly_rank_by_avg,weekly_rank_by_total,weekly_score_percentage,results,placement,has_tie,predicted_fan_votes
Anne Heche,29,4.0,7.0,21.0,3,False,10.0,10.0,6.976744186046512,Eliminated Week 4,13,True,32632.266672603782
Chrishell Stause,29,4.0,7.333333333333333,22.0,3,False,8.0,8.0,7.308970099667775,Eliminated Week 8,8,True,63250.91260367029
Jeannie Mai,29,4.0,7.0,21.0,3,False,10.0,10.0,6.976744186046512,Withdrew,9,True,32632.2350125749
Jesse Metcalfe,29,4.0,7.0,21.0,3,False,10.0,10.0,6.976744186046512,Eliminated Week 5,12,True,32632.17713534853
Johnny Weir,29,4.0,8.0,24.0,3,False,3.0,3.0,7.973421926910299,Eliminated Week 10,6,True,96836.52544914876
Justina Machado,29,4.0,8.0,24.0,3,False,3.0,3.0,7.973421926910299,4th Place,4,True,96836.5032906884
Kaitlyn Bristowe,29,4.0,8.333333333333334,25.0,3,False,2.0,2.0,8.305647840531561,1st Place,1,True,124789.46866828664
Monica Aldama,29,4.0,8.0,24.0,3,False,3.0,3.0,7.973421926910299,Eliminated Week 7,10,True,96836.49549494222
Nelly,29,4.0,7.0,21.0,3,False,10.0,10.0,6.976744186046512,3rd Place,3,True,32632.190617156142
Nev Schulman,29,4.0,8.0,24.0,3,False,3.0,3.0,7.973421926910299,2nd Place,2,True,96836.57421107848
Skai Jackson,29,4.0,9.333333333333334,28.0,3,False,1.0,1.0,9.30232558139535,Eliminated Week 10,5,True,133997.31769907946
Veron Davis,29,4.0,7.333333333333333,22.0,3,False,8.0,8.0,7.308970099667775,Eliminated Week 6,11,True,63250.803843262176
AJ McLean,29,5.0,8.0,24.0,3,False,5.0,5.0,8.362369337979095,Eliminated Week 9,7,True,78774.38712940092
Chrishell Stause,29,5.0,6.333333333333333,19.0,3,False,11.0,11.0,6.620209059233449,Eliminated Week 8,8,True,24844.726616157182
Jeannie Mai,29,5.0,8.0,24.0,3,False,5.0,5.0,8.362369337979095,Withdrew,9,True,78774.33767620668
Jesse Metcalfe,29,5.0,6.333333333333333,19.0,3,False,11.0,11.0,6.620209059233449,Eliminated Week 5,12,True,24844.654067871328
Johnny Weir,29,5.0,9.666666666666666,29.0,3,False,1.0,1.0,10.104529616724738,Eliminated Week 10,6,True,144257.08145186034
Justina Machado,29,5.0,8.0,24.0,3,False,5.0,5.0,8.362369337979095,4th Place,4,True,78774.28273455804
Kaitlyn Bristowe,29,5.0,9.0,27.0,3,False,2.0,2.0,9.40766550522648,1st Place,1,True,133555.73532672873
Monica Aldama,29,5.0,8.666666666666666,26.0,3,False,3.0,3.0,9.059233449477352,Eliminated Week 7,10,True,117376.41864875304
Nelly,29,5.0,8.0,24.0,3,False,5.0,5.0,8.362369337979095,3rd Place,3,True,78774.29609114844
Nev Schulman,29,5.0,8.666666666666666,26.0,3,False,3.0,3.0,9.059233449477352,2nd Place,2,True,117376.40890762564
Skai Jackson,29,5.0,8.0,24.0,3,False,5.0,5.0,8.362369337979095,Eliminated Week 10,5,True,78774.41191722499
Veron Davis,29,5.0,7.0,21.0,3,False,10.0,10.0,7.317073170731707,Eliminated Week 6,11,True,43873.25943246464
AJ McLean,29,6.0,9.0,27.0,3,False,1.0,1.0,10.07462686567164,Eliminated Week 9,7,True,137324.42831238123
Chrishell Stause,29,6.0,8.0,24.0,3,False,7.0,7.0,8.955223880597014,Eliminated Week 8,8,True,72123.35336351256
Jeannie Mai,29,6.0,8.333333333333334,25.0,3,False,6.0,6.0,9.328358208955224,Withdrew,9,True,92162.11548799244
Johnny Weir,29,6.0,7.333333333333333,22.0,3,False,9.0,9.0,8.208955223880597,Eliminated Week 10,6,True,51329.494491655336
Justina Machado,29,6.0,9.0,27.0,3,False,1.0,1.0,10.07462686567164,4th Place,4,True,137324.50027980973
Kaitlyn Bristowe,29,6.0,9.0,27.0,3,False,1.0,1.0,10.07462686567164,1st Place,1,True,137324.4978086751
Monica Aldama,29,6.0,9.0,27.0,3,False,1.0,1.0,10.07462686567164,Eliminated Week 7,10,True,137324.4592068862
Nelly,29,6.0,8.0,24.0,3,False,7.0,7.0,8.955223880597014,3rd Place,3,True,72123.41725844593
Nev Schulman,29,6.0,8.666666666666666,26.0,3,False,5.0,5.0,9.701492537313433,2nd Place,2,True,105248.4672197504
Skai Jackson,29,6.0,6.0,18.0,3,False,11.0,11.0,6.7164179104477615,Eliminated Week 10,5,True,20976.195080494592
Veron Davis,29,6.0,7.0,21.0,3,False,10.0,10.0,7.835820895522389,Eliminated Week 6,11,True,36739.07149039642
AJ McLean,29,7.0,8.666666666666666,26.0,3,False,5.0,5.0,10.0,Eliminated Week 9,7,True,93465.09775187906
Chrishell Stause,29,7.0,8.666666666666666,26.0,3,False,5.0,5.0,10.0,Eliminated Week 8,8,True,93465.54311694416
Jeannie Mai,29,7.0,8.333333333333334,25.0,3,False,8.0,8.0,9.615384615384617,Withdrew,9,True,60829.62731111851
Johnny Weir,29,7.0,9.0,27.0,3,False,2.0,2.0,10.384615384615383,Eliminated Week 10,6,True,140044.5141348441
Justina Machado,29,7.0,8.666666666666666,26.0,3,False,5.0,5.0,10.0,4th Place,4,True,93465.3345786972
Kaitlyn Bristowe,29,7.0,8.0,24.0,3,False,9.0,9.0,9.230769230769232,1st Place,1,True,43538.789990673686
Monica Aldama,29,7.0,7.333333333333333,22.0,3,False,10.0,10.0,8.461538461538462,Eliminated Week 7,10,True,24858.30192027921
Nelly,29,7.0,9.0,27.0,3,False,2.0,2.0,10.384615384615383,3rd Place,3,True,140044.5961405413
Nev Schulman,29,7.0,10.0,30.0,3,False,1.0,1.0,11.538461538461538,2nd Place,2,True,170243.63421400622
Skai Jackson,29,7.0,9.0,27.0,3,False,2.0,2.0,10.384615384615383,Eliminated Week 10,5,True,140044.5608410165
AJ McLean,29,8.0,9.0,27.0,3,False,5.0,5.0,12.162184076007344,Eliminated Week 9,7,True,102598.27775477084
Chrishell Stause,29,8.0,9.0,27.0,3,False,5.0,5.0,12.162184076007344,Eliminated Week 8,8,True,102598.16725506584
Johnny Weir,29,8.0,10.0,30.0,3,False,1.0,1.0,13.513537862230384,Eliminated Week 10,6,True,196377.22094138784
Justina Machado,29,8.0,9.6666,28.9998,3,False,3.0,3.0,13.062996509903623,4th Place,4,True,161986.0272103852
Kaitlyn Bristowe,29,8.0,9.333333333333334,28.0,3,False,4.0,4.0,12.61263533808169,1st Place,1,True,138620.93351612828
Nelly,29,8.0,8.0,24.0,3,False,8.0,8.0,10.810830289784306,3rd Place,3,True,36868.730549337946
Nev Schulman,29,8.0,10.0,30.0,3,False,1.0,1.0,13.513537862230384,2nd Place,2,True,196377.2027591839
Skai Jackson,29,8.0,8.999933333333333,26.9998,3,False,7.0,7.0,12.16209398575493,Eliminated Week 10,5,True,64573.44001374011
AJ McLean,29,9.0,8.333266666666667,24.9998,3,False,6.0,6.0,12.953317941214266,Eliminated Week 9,7,True,81507.23299228553
Johnny Weir,29,9.0,10.0,30.0,3,False,1.0,1.0,15.544105882304176,Eliminated Week 10,6,True,219031.45298591783
Justina Machado,29,9.0,8.6666,25.9998,3,False,5.0,5.0,13.471454803957736,4th Place,4,True,113876.61714842547
Kaitlyn Bristowe,29,9.0,10.0,30.0,3,False,1.0,1.0,15.544105882304176,1st Place,1,True,219031.530891384
Nelly,29,9.0,8.0,24.0,3,False,7.0,7.0,12.43528470584334,3rd Place,3,True,46536.69151188251
Nev Schulman,29,9.0,9.6666,28.9998,3,False,3.0,3.0,15.025865392188154,2nd Place,2,True,160008.35998897642
Skai Jackson,29,9.0,9.6666,28.9998,3,False,3.0,3.0,15.025865392188154,Eliminated Week 10,5,True,160008.11448112817
Johnny Weir,29,10.0,9.5,28.5,3,False,4.0,4.0,16.379310344827587,Eliminated Week 10,6,True,127691.6707126985
Justina Machado,29,10.0,9.666666666666666,29.0,3,False,3.0,3.0,16.666666666666664,4th Place,4,True,188921.53454112852
Kaitlyn Bristowe,29,10.0,10.0,30.0,3,False,1.0,1.0,17.24137931034483,1st Place,1,True,247502.9156637365
Nelly,29,10.0,9.333333333333334,28.0,3,False,6.0,6.0,16.091954022988507,3rd Place,3,True,60689.62785744002
Nev Schulman,29,10.0,10.0,30.0,3,False,1.0,1.0,17.24137931034483,2nd Place,2,True,247502.33458999768
Skai Jackson,29,10.0,9.5,28.5,3,False,4.0,4.0,16.379310344827587,Eliminated Week 10,5,True,127691.91663499868
Justina Machado,29,11.0,10.0,30.0,3,False,1.0,1.0,25.31645569620253,4th Place,4,True,293369.90571297274
Kaitlyn Bristowe,29,11.0,10.0,30.0,3,False,1.0,1.0,25.31645569620253,1st Place,1,True,293371.3000359782
Nelly,29,11.0,9.5,28.5,3,False,4.0,4.0,24.050632911392405,3rd Place,3,True,119887.68917514944
Nev Schulman,29,11.0,10.0,30.0,3,False,1.0,1.0,25.31645569620253,2nd Place,2,True,293371.1050758997
Amanda Kloots,30,1.0,7.0,28.0,4,False,2.0,2.0,7.650273224043716,4th Place,4,True,107108.1454994474
Brian Austin Green,30,1.0,6.0,24.0,4,False,9.0,9.0,6.557377049180328,Eliminated Week 4,13,True,48884.75787189589
Christine Chiu,30,1.0,6.25,25.0,4,False,7.0,7.0,6.830601092896176,Eliminated Week 3,14,True,71194.73705157988
Cody Rigsby,30,1.0,6.0,24.0,4,False,9.0,9.0,6.557377049180328,3rd Place,3,True,48884.77472943471
Iman Shumpert,30,1.0,5.25,21.0,4,False,14.0,14.0,5.737704918032787,1st Place,1,True,20994.661892599164
Jimmie Allen,30,1.0,5.5,22.0,4,False,13.0,13.0,6.0109289617486334,Eliminated Week 8,7,True,29332.49343671189
JoJo Siwa,30,1.0,7.25,29.0,4,False,1.0,1.0,7.923497267759563,2nd Place,2,True,117698.95867282944
Kenya Moore,30,1.0,6.5,26.0,4,False,5.0,5.0,7.103825136612022,Eliminated Week 6,10,True,85698.00635933869
Martin Kove,30,1.0,3.25,13.0,4,False,15.0,15.0,3.551912568306011,Eliminated Week 2,15,True,11986.845410688613
Matt James,30,1.0,6.0,24.0,4,False,9.0,9.0,6.557377049180328,Eliminated Week 4,12,True,48884.74278266836
Melanie C,30,1.0,6.75,27.0,4,False,4.0,4.0,7.377049180327869,Eliminated Week 5,11,True,96446.2350210632
Melora Hardin,30,1.0,6.5,26.0,4,False,5.0,5.0,7.103825136612022,Eliminated Week 9,6,True,85698.01303471817
"Mike ""The Miz"" Mizanin",30,1.0,6.0,24.0,4,False,9.0,9.0,6.557377049180328,Eliminated Week 7,9,True,48884.74431014723
Olivia Jade,30,1.0,6.25,25.0,4,False,7.0,7.0,6.830601092896176,Eliminated Week 8,8,True,71194.72738841243
Suni Lee,30,1.0,7.0,28.0,4,False,2.0,2.0,7.650273224043716,Eliminated Week 9,5,True,107108.15653846489
Amanda Kloots,30,2.0,8.0,32.0,4,False,1.0,1.0,8.311688311688311,4th Place,4,True,117719.03679883805
Brian Austin Green,30,2.0,5.75,23.0,4,False,13.0,13.0,5.974025974025974,Eliminated Week 4,13,True,29337.476894254716
Christine Chiu,30,2.0,6.0,24.0,4,False,10.0,10.0,6.233766233766234,Eliminated Week 3,14,True,45077.2815844029
Cody Rigsby,30,2.0,6.0,24.0,4,False,10.0,10.0,6.233766233766234,3rd Place,3,True,45077.22756499672
Iman Shumpert,30,2.0,6.25,25.0,4,False,9.0,9.0,6.493506493506493,1st Place,1,True,60154.81154320672
Jimmie Allen,30,2.0,6.75,27.0,4,False,5.0,5.0,7.012987012987012,Eliminated Week 8,7,True,82106.65187946233
JoJo Siwa,30,2.0,7.75,31.0,4,False,2.0,2.0,8.051948051948052,2nd Place,2,True,110664.65979896388
Kenya Moore,30,2.0,6.0,24.0,4,False,10.0,10.0,6.233766233766234,Eliminated Week 6,10,True,45077.27210339317
Martin Kove,30,2.0,3.75,15.0,4,False,15.0,15.0,3.896103896103896,Eliminated Week 2,15,True,11988.898560928705
Matt James,30,2.0,5.5,22.0,4,False,14.0,14.0,5.714285714285714,Eliminated Week 4,12,True,20998.263487740856
Melanie C,30,2.0,7.5,30.0,4,False,3.0,3.0,7.792207792207792,Eliminated Week 5,11,True,103580.42239120156
Melora Hardin,30,2.0,6.75,27.0,4,False,5.0,5.0,7.012987012987012,Eliminated Week 9,6,True,82106.63784401932
"Mike ""The Miz"" Mizanin",30,2.0,6.5,26.0,4,False,8.0,8.0,6.753246753246753,Eliminated Week 7,9,True,67541.9390162933
Olivia Jade,30,2.0,6.75,27.0,4,False,5.0,5.0,7.012987012987012,Eliminated Week 8,8,True,82106.69744694653
Suni Lee,30,2.0,7.0,28.0,4,False,4.0,4.0,7.272727272727272,Eliminated Week 9,5,True,96462.72308535127
Amanda Kloots,30,3.0,8.0,24.0,3,False,1.0,1.0,8.053691275167784,4th Place,4,True,117388.75320303762
Brian Austin Green,30,3.0,6.333333333333333,19.0,3,False,12.0,12.0,6.375838926174497,Eliminated Week 4,13,True,28587.550018150727
Christine Chiu,30,3.0,7.0,21.0,3,False,7.0,7.0,7.046979865771812,Eliminated Week 3,14,True,68174.05720494702
Cody Rigsby,30,3.0,6.0,18.0,3,False,14.0,14.0,6.04026845637584,3rd Place,3,True,13587.172266361376
Iman Shumpert,30,3.0,6.333333333333333,19.0,3,False,12.0,12.0,6.375838926174497,1st Place,1,True,28587.639557491344
Jimmie Allen,30,3.0,6.666666666666667,20.0,3,False,10.0,10.0,6.711409395973154,Eliminated Week 8,7,True,46717.442259326766
JoJo Siwa,30,3.0,8.0,24.0,3,False,1.0,1.0,8.053691275167784,2nd Place,2,True,117388.74482903809
Kenya Moore,30,3.0,7.0,21.0,3,False,7.0,7.0,7.046979865771812,Eliminated Week 6,10,True,68174.03746735511
Matt James,30,3.0,6.666666666666667,20.0,3,False,10.0,10.0,6.711409395973154,Eliminated Week 4,12,True,46717.46812575387
Melanie C,30,3.0,7.333333333333333,22.0,3,False,5.0,5.0,7.38255033557047,Eliminated Week 5,11,True,88951.0325884199
Melora Hardin,30,3.0,7.666666666666667,23.0,3,False,4.0,4.0,7.718120805369128,Eliminated Week 9,6,True,101212.28310172052
"Mike ""The Miz"" Mizanin",30,3.0,7.333333333333333,22.0,3,False,5.0,5.0,7.38255033557047,Eliminated Week 7,9,True,88951.06038988402
Olivia Jade,30,3.0,8.0,24.0,3,False,1.0,1.0,8.053691275167784,Eliminated Week 8,8,True,117388.73059041206
Suni Lee,30,3.0,7.0,21.0,3,False,7.0,7.0,7.046979865771812,Eliminated Week 9,5,True,68174.02839810161
Amanda Kloots,30,4.0,8.5,34.0,4,False,4.0,4.0,8.15347721822542,4th Place,4,True,101739.86267730698
Brian Austin Green,30,4.0,6.5,26.0,4,False,13.0,13.0,6.235011990407674,Eliminated Week 4,13,True,15540.667131404853
Cody Rigsby,30,4.0,7.25,29.0,4,False,11.0,11.0,6.954436450839328,3rd Place,3,True,38028.7103210953
Iman Shumpert,30,4.0,7.875,31.5,4,False,9.0,9.0,7.553956834532374,1st Place,1,True,58431.459826526574
Jimmie Allen,30,4.0,8.125,32.5,4,False,7.0,7.0,7.793764988009593,Eliminated Week 8,7,True,73144.70410614312
JoJo Siwa,30,4.0,8.75,35.0,4,False,2.0,2.0,8.393285371702639,2nd Place,2,True,120408.47231856688
Kenya Moore,30,4.0,7.375,29.5,4,False,10.0,10.0,7.074340527577938,Eliminated Week 6,10,True,48376.830866048535
Matt James,30,4.0,7.125,28.5,4,False,12.0,12.0,6.83453237410072,Eliminated Week 4,12,True,27218.952712040475
Melanie C,30,4.0,8.25,33.0,4,False,6.0,6.0,7.913669064748201,Eliminated Week 5,11,True,87551.34250293803
Melora Hardin,30,4.0,9.125,36.5,4,False,1.0,1.0,8.752997601918464,Eliminated Week 9,6,True,134266.07112299543
"Mike ""The Miz"" Mizanin",30,4.0,8.125,32.5,4,False,7.0,7.0,7.793764988009593,Eliminated Week 7,9,True,73144.70180757306
Olivia Jade,30,4.0,8.75,35.0,4,False,2.0,2.0,8.393285371702639,Eliminated Week 8,8,True,120408.4138337534
Suni Lee,30,4.0,8.5,34.0,4,False,4.0,4.0,8.15347721822542,Eliminated Week 9,5,True,101739.8107736074
Amanda Kloots,30,5.0,9.75,39.0,4,False,2.0,2.0,10.129870129870133,4th Place,4,True,143556.5129086607
Cody Rigsby,30,5.0,8.0,32.0,4,False,9.0,9.0,8.311688311688311,3rd Place,3,True,44103.54836353993
Iman Shumpert,30,5.0,7.0,28.0,4,False,11.0,11.0,7.272727272727272,1st Place,1,True,20961.559774167683
Jimmie Allen,30,5.0,8.5,34.0,4,False,8.0,8.0,8.831168831168831,Eliminated Week 8,7,True,65251.86214549051
JoJo Siwa,30,5.0,10.0,40.0,4,False,1.0,1.0,10.38961038961039,2nd Place,2,True,156145.28727688277
Kenya Moore,30,5.0,9.0,36.0,4,False,3.0,3.0,9.35064935064935,Eliminated Week 6,10,True,105175.47207841836
Melanie C,30,5.0,9.0,36.0,4,False,3.0,3.0,9.35064935064935,Eliminated Week 5,11,True,105175.62137713953
Melora Hardin,30,5.0,9.0,36.0,4,False,3.0,3.0,9.35064935064935,Eliminated Week 9,6,True,105175.53510684607
"Mike ""The Miz"" Mizanin",30,5.0,8.0,32.0,4,False,9.0,9.0,8.311688311688311,Eliminated Week 7,9,True,44103.7340492531
Olivia Jade,30,5.0,9.0,36.0,4,False,3.0,3.0,9.35064935064935,Eliminated Week 8,8,True,105175.52520138543
Suni Lee,30,5.0,9.0,36.0,4,False,3.0,3.0,9.35064935064935,Eliminated Week 9,5,True,105175.34171821598
Amanda Kloots,30,6.0,9.5,38.0,4,False,3.0,3.0,10.43956043956044,4th Place,4,True,132386.9542692938
Cody Rigsby,30,6.0,9.0,36.0,4,False,5.0,5.0,9.89010989010989,3rd Place,3,True,93450.88509224876
Iman Shumpert,30,6.0,10.0,40.0,4,False,1.0,1.0,10.989010989010987,1st Place,1,True,162715.0240389187
Jimmie Allen,30,6.0,9.5,38.0,4,False,3.0,3.0,10.43956043956044,Eliminated Week 8,7,True,132387.035417887
JoJo Siwa,30,6.0,10.0,40.0,4,False,1.0,1.0,10.989010989010987,2nd Place,2,True,162715.05667561386
Kenya Moore,30,6.0,8.0,32.0,4,False,10.0,10.0,8.791208791208792,Eliminated Week 6,10,True,24854.711699023283
Melora Hardin,30,6.0,8.5,34.0,4,False,8.0,8.0,9.34065934065934,Eliminated Week 9,6,True,52294.31097237527
"Mike ""The Miz"" Mizanin",30,6.0,8.5,34.0,4,False,8.0,8.0,9.34065934065934,Eliminated Week 7,9,True,52294.24522326172
Olivia Jade,30,6.0,9.0,36.0,4,False,5.0,5.0,9.89010989010989,Eliminated Week 8,8,True,93450.85301352544
Suni Lee,30,6.0,9.0,36.0,4,False,5.0,5.0,9.89010989010989,Eliminated Week 9,5,True,93450.92359785216
Amanda Kloots,30,7.0,8.5,34.0,4,False,6.0,6.0,10.397553516819572,4th Place,4,True,73282.75945331625
Cody Rigsby,30,7.0,9.0,36.0,4,False,5.0,5.0,11.009174311926609,3rd Place,3,True,112600.0030158276
Iman Shumpert,30,7.0,8.5,34.0,4,False,6.0,6.0,10.397553516819572,1st Place,1,True,73282.96815736442
Jimmie Allen,30,7.0,9.5,38.0,4,False,3.0,3.0,11.62079510703364,Eliminated Week 8,7,True,140953.03403681982
JoJo Siwa,30,7.0,9.75,39.0,4,False,2.0,2.0,11.926605504587156,2nd Place,2,True,168715.20725021232
Melora Hardin,30,7.0,9.5,38.0,4,False,3.0,3.0,11.62079510703364,Eliminated Week 9,6,True,140953.2256194196
"Mike ""The Miz"" Mizanin",30,7.0,8.0,32.0,4,False,9.0,9.0,9.785932721712538,Eliminated Week 7,9,True,29947.419861534247
Olivia Jade,30,7.0,10.5,42.0,4,False,1.0,1.0,12.844036697247708,Eliminated Week 8,8,True,186982.4948368868
Suni Lee,30,7.0,8.5,34.0,4,False,6.0,6.0,10.397553516819572,Eliminated Week 9,5,True,73282.88776861888
Amanda Kloots,30,8.0,10.5,42.0,4,False,1.0,1.0,13.636363636363637,4th Place,4,True,184985.23594443445
Cody Rigsby,30,8.0,9.5,38.0,4,False,5.0,5.0,12.337662337662335,3rd Place,3,True,114766.6015350768
Iman Shumpert,30,8.0,8.75,35.0,4,False,7.0,7.0,11.363636363636363,1st Place,1,True,64573.210454045184
Jimmie Allen,30,8.0,8.0,32.0,4,False,8.0,8.0,10.38961038961039,Eliminated Week 8,7,True,36867.875970218
JoJo Siwa,30,8.0,10.25,41.0,4,False,4.0,4.0,13.311688311688313,2nd Place,2,True,138619.47843638348
Melora Hardin,30,8.0,10.5,42.0,4,False,1.0,1.0,13.636363636363637,Eliminated Week 9,6,True,184984.9995579766
Olivia Jade,30,8.0,9.0,36.0,4,False,6.0,6.0,11.688311688311687,Eliminated Week 8,8,True,90217.41222953664
Suni Lee,30,8.0,10.5,42.0,4,False,1.0,1.0,13.636363636363637,Eliminated Week 9,5,True,184985.18587232888
Amanda Kloots,30,9.0,9.875,39.5,4,False,2.0,2.0,17.47787610619469,4th Place,4,True,228278.0466563603
Cody Rigsby,30,9.0,8.875,35.5,4,False,6.0,6.0,15.70796460176991,3rd Place,3,True,60713.70015085865
Iman Shumpert,30,9.0,9.375,37.5,4,False,3.0,3.0,16.5929203539823,1st Place,1,True,168956.7817405257
JoJo Siwa,30,9.0,10.0,40.0,4,False,1.0,1.0,17.699115044247787,2nd Place,2,True,266756.0218591784
Melora Hardin,30,9.0,9.0,36.0,4,False,5.0,5.0,15.929203539823009,Eliminated Week 9,6,True,106338.40878930836
Suni Lee,30,9.0,9.375,37.5,4,False,3.0,3.0,16.5929203539823,Eliminated Week 9,5,True,168957.04080376858
Amanda Kloots,30,10.0,9.75,39.0,4,False,3.0,3.0,24.840764331210192,4th Place,4,True,210586.0184049859
Cody Rigsby,30,10.0,9.5,38.0,4,False,4.0,4.0,24.203821656050955,3rd Place,3,True,120233.1505971114
Iman Shumpert,30,10.0,10.0,40.0,4,False,1.0,1.0,25.477707006369428,1st Place,1,True,334590.6242309226
JoJo Siwa,30,10.0,10.0,40.0,4,False,1.0,1.0,25.477707006369428,2nd Place,2,True,334590.2067669802
Charli D'Amelio,31,1.0,8.0,32.0,4,False,1.0,1.0,8.37696335078534,1st Place,1,True,110903.74418416953
Cheryl Ladd,31,1.0,5.25,21.0,4,False,10.0,10.0,5.49738219895288,Eliminated Week 3,14,True,50166.09563497647
Daniel Durant,31,1.0,6.75,27.0,4,False,6.0,6.0,7.068062827225131,Eliminated Week 9,5,True,79396.2857425949
Gabby Windey,31,1.0,7.0,28.0,4,False,3.0,3.0,7.329842931937172,2nd Place,2,True,92086.01072040804
Heidi D'Amelio,31,1.0,6.0,24.0,4,False,8.0,8.0,6.282722513089005,Eliminated Week 8,8,True,66548.25105851244
Jason Lewis,31,1.0,4.5,18.0,4,False,15.0,15.0,4.712041884816754,Eliminated Week 1,16,True,18668.076525923287
Jessie James Decker,31,1.0,5.0,20.0,4,False,12.0,12.0,5.235602094240837,Eliminated Week 6,10,True,33179.05953205973
Jordin Sparks,31,1.0,6.5,26.0,4,False,7.0,7.0,6.806282722513089,Eliminated Week 7,9,True,72995.17543938564
Joseph Baena,31,1.0,5.75,23.0,4,False,9.0,9.0,6.020942408376963,Eliminated Week 5,11,True,60046.88460066288
Sam Champion,31,1.0,5.0,20.0,4,False,12.0,12.0,5.235602094240837,Eliminated Week 4,13,True,33179.055856123014
Selma Blair,31,1.0,7.0,28.0,4,False,3.0,3.0,7.329842931937172,Withdrew,12,True,92086.01086712662
Shangela,31,1.0,7.0,28.0,4,False,3.0,3.0,7.329842931937172,4th Place,4,True,92086.0517697036
Teresa Giudice,31,1.0,5.0,20.0,4,False,12.0,12.0,5.235602094240837,Eliminated Week 2,15,True,33179.08232260606
Trevor Donovan,31,1.0,5.25,21.0,4,False,10.0,10.0,5.49738219895288,Eliminated Week 9,6,True,50166.080468894
Vinny Guadagnino,31,1.0,4.25,17.0,4,False,16.0,16.0,4.450261780104712,Eliminated Week 8,7,True,10658.49299950672
Wayne Brady,31,1.0,7.25,29.0,4,False,2.0,2.0,7.591623036649215,3rd Place,3,True,104655.642277347
Charli D'Amelio,31,2.0,8.0,32.0,4,False,1.0,1.0,7.766990291262135,1st Place,1,True,110674.93253104704
Cheryl Ladd,31,2.0,5.25,21.0,4,False,15.0,15.0,5.097087378640777,Eliminated Week 3,14,True,11990.043780293876
Daniel Durant,31,2.0,7.25,29.0,4,False,5.0,5.0,7.038834951456311,Eliminated Week 9,5,True,89315.07339451365
Gabby Windey,31,2.0,8.0,32.0,4,False,1.0,1.0,7.766990291262135,2nd Place,2,True,110674.9106354533
Heidi D'Amelio,31,2.0,7.0,28.0,4,False,6.0,6.0,6.796116504854369,Eliminated Week 8,8,True,74862.05660753828
Jessie James Decker,31,2.0,6.25,25.0,4,False,12.0,12.0,6.067961165048544,Eliminated Week 6,10,True,37324.00553018003
Jordin Sparks,31,2.0,6.75,27.0,4,False,9.0,9.0,6.553398058252427,Eliminated Week 7,9,True,56433.25329672275
Joseph Baena,31,2.0,6.0,24.0,4,False,13.0,13.0,5.825242718446602,Eliminated Week 5,11,True,29340.077962572697
Sam Champion,31,2.0,6.5,26.0,4,False,11.0,11.0,6.310679611650485,Eliminated Week 4,13,True,45081.49789443174
Selma Blair,31,2.0,7.0,28.0,4,False,6.0,6.0,6.796116504854369,Withdrew,12,True,74861.97084632875
Shangela,31,2.0,7.0,28.0,4,False,6.0,6.0,6.796116504854369,4th Place,4,True,74862.01791384342
Teresa Giudice,31,2.0,5.75,23.0,4,False,14.0,14.0,5.582524271844661,Eliminated Week 2,15,True,21000.19021433048
Trevor Donovan,31,2.0,7.5,30.0,4,False,4.0,4.0,7.281553398058252,Eliminated Week 9,6,True,96471.77299767113
Vinny Guadagnino,31,2.0,6.75,27.0,4,False,9.0,9.0,6.553398058252427,Eliminated Week 8,7,True,56433.282127179766
Wayne Brady,31,2.0,8.0,32.0,4,False,1.0,1.0,7.766990291262135,3rd Place,3,True,110674.91426789315
Charli D'Amelio,31,3.0,8.25,33.0,4,False,1.0,1.0,8.188585607940446,1st Place,1,True,117421.48349375604
Cheryl Ladd,31,3.0,6.0,24.0,4,False,13.0,13.0,5.955334987593052,Eliminated Week 3,14,True,23804.212650682297
Daniel Durant,31,3.0,7.75,31.0,4,False,5.0,5.0,7.6923076923076925,Eliminated Week 9,5,True,93078.30426388491
Gabby Windey,31,3.0,8.25,33.0,4,False,1.0,1.0,8.188585607940446,2nd Place,2,True,117421.52250310309
Heidi D'Amelio,31,3.0,8.0,32.0,4,False,4.0,4.0,7.94044665012407,Eliminated Week 8,8,True,101240.4791906014
Jessie James Decker,31,3.0,6.5,26.0,4,False,11.0,11.0,6.451612903225806,Eliminated Week 6,10,True,42307.64897426169
Jordin Sparks,31,3.0,7.25,29.0,4,False,7.0,7.0,7.196029776674938,Eliminated Week 7,9,True,72391.85120341628
Joseph Baena,31,3.0,7.25,29.0,4,False,7.0,7.0,7.196029776674938,Eliminated Week 5,11,True,72391.84147431671
Sam Champion,31,3.0,6.25,25.0,4,False,12.0,12.0,6.20347394540943,Eliminated Week 4,13,True,33257.69345090559
Selma Blair,31,3.0,7.0,28.0,4,False,9.0,9.0,6.9478908188585615,Withdrew,12,True,59713.98225097559
Shangela,31,3.0,7.5,30.0,4,False,6.0,6.0,7.444168734491314,4th Place,4,True,84857.62755317618
Trevor Donovan,31,3.0,6.75,27.0,4,False,10.0,10.0,6.699751861042183,Eliminated Week 9,6,True,51100.87754837573
Vinny Guadagnino,31,3.0,5.75,23.0,4,False,14.0,14.0,5.707196029776675,Eliminated Week 8,7,True,13590.926567104496
