celebrity_name,season,week,weekly_avg_score,weekly_total_score,num_judges,was_eliminated,weekly_rank_by_avg,weekly_rank_by_total,weekly_score_percentage,results,placement,percentage_rank
Debbie Gibson,25,2.0,6.833333333333333,20.5,3,False,7.0,7.0,7.495429616087751,Eliminated Week 2,12,5.0
Debi Mazar,9,1.0,7.333333333333333,22.0,3,False,10.0,10.0,5.418740566465287,Eliminated Week 3,12,9.0
Debi Mazar,9,2.0,7.0,21.0,3,False,4.0,4.0,7.142857142857142,Eliminated Week 3,12,3.0
Debi Mazar,9,3.0,5.666666666666667,17.0,3,False,10.0,10.0,6.5891472868217065,Eliminated Week 3,12,8.0
Denise Richards,8,1.0,6.0,18.0,3,False,7.0,7.0,7.4074074074074066,Eliminated Week 3,12,6.0
Denise Richards,8,2.0,7.0,21.0,3,False,5.0,5.0,7.924528301886792,Eliminated Week 3,12,5.0
Denise Richards,8,3.0,5.333333333333333,16.0,3,False,10.0,10.0,6.299212598425196,Eliminated Week 3,12,7.0
Derek Fisher,25,1.0,6.0,18.0,3,False,7.0,7.0,7.531380753138076,Eliminated Week 4,11,5.0
Derek Fisher,25,2.0,6.333333333333333,19.0,3,False,11.0,11.0,6.946983546617916,Eliminated Week 4,11,7.0
Derek Fisher,25,3.0,7.0,21.0,3,False,6.0,6.0,8.60655737704918,Eliminated Week 4,11,5.0
Derek Fisher,25,4.0,7.666666666666667,23.0,3,False,10.0,10.0,8.487084870848708,Eliminated Week 4,11,5.0
Diana Nyad,18,1.0,6.0,18.0,3,False,11.0,11.0,6.870229007633588,Eliminated Week 2,12,7.0
Donald Driver,14,1.0,7.0,21.0,3,False,8.0,8.0,7.777777777777778,1st Place,1,4.0
Donald Driver,14,2.0,8.0,24.0,3,False,5.0,5.0,8.921933085501859,1st Place,1,3.0
Donald Driver,14,3.0,8.666666666666666,26.0,3,False,4.0,4.0,9.285714285714286,1st Place,1,4.0
Donald Driver,14,4.0,9.0,27.0,3,False,1.0,1.0,11.587982832618025,1st Place,1,1.0
Donald Driver,14,5.0,9.0,27.0,3,False,3.0,3.0,12.053571428571429,1st Place,1,2.0
Donald Driver,14,6.0,11.3333,33.9999,3,False,4.0,4.0,13.178291569008133,1st Place,1,4.0
Donald Driver,14,7.0,8.833333333333334,26.5,3,False,3.0,3.0,14.441416893732969,1st Place,1,3.0
Donald Driver,14,8.0,9.166666666666666,27.5,3,False,3.0,3.0,16.819571865443425,1st Place,1,3.0
Donald Driver,14,9.0,9.5,28.5,3,False,3.0,3.0,24.782608695652176,1st Place,1,3.0
Donald Driver,14,10.0,9.888866666666669,29.666600000000003,3,False,2.0,2.0,33.208930162582334,1st Place,1,2.0
Donny Osmond,9,1.0,9.999966666666666,29.9999,3,False,5.0,5.0,7.389167050904632,1st Place,1,5.0
Donny Osmond,9,2.0,8.333333333333334,25.0,3,False,3.0,3.0,8.503401360544217,1st Place,1,2.0
Donny Osmond,9,3.0,7.0,21.0,3,False,4.0,4.0,8.13953488372093,1st Place,1,4.0
Donny Osmond,9,4.0,8.0,24.0,3,False,4.0,4.0,9.917355371900827,1st Place,1,3.0
Donny Osmond,9,5.0,9.666666666666666,29.0,3,False,1.0,1.0,11.983471074380166,1st Place,1,1.0
Donny Osmond,9,6.0,10.3333,30.9999,3,False,5.0,5.0,11.92307973373754,1st Place,1,5.0
Donny Osmond,9,7.0,8.666666666666666,26.0,3,False,3.0,3.0,14.814814814814811,1st Place,1,3.0
Donny Osmond,9,8.0,8.333333333333334,25.0,3,False,4.0,4.0,19.083969465648856,1st Place,1,4.0
Donny Osmond,9,9.0,8.222199999999999,24.6666,3,False,4.0,4.0,23.125016992245907,1st Place,1,4.0
Donny Osmond,9,10.0,9.6666,28.9998,3,False,1.0,1.0,35.12776905634048,1st Place,1,1.0
Dorothy Hamill,16,1.0,7.0,21.0,3,False,2.0,2.0,9.170305676855897,Withdrew,12,2.0
Dorothy Hamill,16,2.0,5.0,15.0,3,False,12.0,12.0,6.147540983606557,Withdrew,12,7.0
Doug Flutie,22,1.0,5.0,15.0,3,False,11.0,11.0,6.329113924050633,Eliminated Week 6,9,5.0
Doug Flutie,22,2.0,6.666666666666667,20.0,3,False,5.0,5.0,8.47457627118644,Eliminated Week 6,9,3.0
Doug Flutie,22,3.0,6.666666666666667,20.0,3,False,8.0,8.0,8.438818565400844,Eliminated Week 6,9,6.0
Doug Flutie,22,4.0,6.0,24.0,4,False,10.0,10.0,7.523510971786834,Eliminated Week 6,9,7.0
Doug Flutie,22,5.0,7.0,28.0,4,False,7.0,7.0,10.144927536231885,Eliminated Week 6,9,7.0
Doug Flutie,22,6.0,7.0,21.0,3,False,9.0,9.0,9.251101321585905,Eliminated Week 6,9,6.0
Drew Carey,18,1.0,7.0,21.0,3,False,7.0,7.0,8.015267175572518,Eliminated Week 6,8,5.0
Drew Carey,18,2.0,7.0,21.0,3,False,7.0,7.0,8.60655737704918,Eliminated Week 6,8,4.0
Drew Carey,18,3.0,7.5,30.0,4,False,9.0,9.0,9.646302250803858,Eliminated Week 6,8,6.0
Drew Carey,18,4.0,8.25,33.0,4,False,4.0,4.0,11.11111111111111,Eliminated Week 6,8,4.0
Drew Carey,18,5.0,7.0,28.0,4,False,9.0,9.0,8.695652173913043,Eliminated Week 6,8,7.0
Drew Carey,18,6.0,8.0,32.0,4,False,7.0,7.0,11.347517730496454,Eliminated Week 6,8,6.0
Drew Lachey,15,1.0,7.166666666666667,21.5,3,False,6.0,6.0,7.775768535262206,Eliminated Week 3,11,5.0
Drew Lachey,15,2.0,7.5,22.5,3,False,7.0,7.0,8.152173913043478,Eliminated Week 3,11,7.0
Drew Lachey,15,3.0,8.0,24.0,3,False,9.0,9.0,8.633093525179856,Eliminated Week 3,11,5.0
Drew Scott,25,1.0,5.333333333333333,16.0,3,False,11.0,11.0,6.694560669456067,Eliminated Week 10,4,7.0
Drew Scott,25,2.0,6.833333333333333,20.5,3,False,7.0,7.0,7.495429616087751,Eliminated Week 10,4,5.0
Drew Scott,25,3.0,7.666666666666667,23.0,3,False,3.0,3.0,9.42622950819672,Eliminated Week 10,4,3.0
Drew Scott,25,4.0,8.0,24.0,3,False,4.0,4.0,8.856088560885608,Eliminated Week 10,4,4.0
Drew Scott,25,5.0,8.333333333333334,25.0,3,False,6.0,6.0,9.578544061302685,Eliminated Week 10,4,5.0
Drew Scott,25,6.0,7.5,30.0,4,False,8.0,8.0,9.803921568627452,Eliminated Week 10,4,6.0
Drew Scott,25,7.0,9.5,28.5,3,False,2.0,2.0,13.25581395348837,Eliminated Week 10,4,2.0
Drew Scott,25,8.0,7.833333333333333,23.5,3,False,6.0,6.0,15.015974440894569,Eliminated Week 10,4,6.0
Drew Scott,25,9.0,8.0,24.0,3,False,5.0,5.0,17.77777777777778,Eliminated Week 10,4,5.0
Drew Scott,25,10.0,9.375,37.5,4,False,4.0,4.0,23.97871457464638,Eliminated Week 10,4,3.0
Elisabetta Canalis,13,1.0,5.0,15.0,3,False,11.0,11.0,6.912442396313365,Eliminated Week 2,11,8.0
Elisabetta Canalis,13,2.0,7.0,21.0,3,False,4.0,4.0,9.417040358744394,Eliminated Week 2,11,3.0
Elizabeth Berkley Lauren,17,1.0,8.0,24.0,3,False,2.0,2.0,9.375,Eliminated Week 9,6,2.0
Elizabeth Berkley Lauren,17,2.0,8.333333333333334,25.0,3,False,2.0,2.0,9.398496240601505,Eliminated Week 9,6,2.0
Elizabeth Berkley Lauren,17,3.0,8.333333333333334,25.0,3,False,4.0,4.0,9.803921568627452,Eliminated Week 9,6,3.0
Elizabeth Berkley Lauren,17,4.0,9.0,27.0,3,False,1.0,1.0,11.39240506329114,Eliminated Week 9,6,1.0
Elizabeth Berkley Lauren,17,5.0,8.666666666666666,26.0,3,False,6.0,6.0,11.063829787234042,Eliminated Week 9,6,3.0
Elizabeth Berkley Lauren,17,6.0,10.6666,31.9998,3,False,2.0,2.0,13.852775247706486,Eliminated Week 9,6,2.0
Elizabeth Berkley Lauren,17,7.0,9.0,27.0,3,False,5.0,5.0,12.18961625282167,Eliminated Week 9,6,3.0
Elizabeth Berkley Lauren,17,8.0,8.333333333333334,25.0,3,False,6.0,6.0,13.020833333333334,Eliminated Week 9,6,4.0
Elizabeth Berkley Lauren,17,9.0,9.333333333333334,28.0,3,False,2.0,2.0,17.77777777777778,Eliminated Week 9,6,2.0
Emmitt Smith,3,1.0,8.0,24.0,3,False,2.0,2.0,11.320754716981131,1st Place,1,2.0
Emmitt Smith,3,2.0,8.0,24.0,3,False,3.0,3.0,10.434782608695652,1st Place,1,3.0
Emmitt Smith,3,3.0,6.333333333333333,19.0,3,False,9.0,9.0,9.178743961352655,1st Place,1,5.0
Emmitt Smith,3,4.0,8.0,24.0,3,False,4.0,4.0,12.12121212121212,1st Place,1,4.0
Emmitt Smith,3,5.0,9.0,27.0,3,False,1.0,1.0,14.917127071823206,1st Place,1,1.0
Emmitt Smith,3,6.0,8.333333333333334,25.0,3,False,2.0,2.0,21.1864406779661,1st Place,1,2.0
Emmitt Smith,3,7.0,9.5,28.5,3,False,1.0,1.0,21.11111111111111,1st Place,1,1.0
Emmitt Smith,3,8.0,9.0,27.0,3,False,2.0,2.0,24.770642201834864,1st Place,1,2.0
Emmitt Smith,3,9.0,9.833333333333334,29.5,3,False,1.0,1.0,33.33333333333333,1st Place,1,1.0
Emmitt Smith,3,10.0,9.888866666666669,29.666600000000003,3,False,1.0,1.0,50.0,1st Place,1,1.0
Emmitt Smith,15,1.0,8.166666666666666,24.5,3,False,1.0,1.0,8.860759493670885,Eliminated Week 9,4,1.0
Emmitt Smith,15,2.0,7.5,22.5,3,False,7.0,7.0,8.152173913043478,Eliminated Week 9,4,7.0
Emmitt Smith,15,3.0,8.333333333333334,25.0,3,False,8.0,8.0,8.992805755395683,Eliminated Week 9,4,4.0
Emmitt Smith,15,4.0,9.0,36.0,4,False,5.0,5.0,11.19751166407465,Eliminated Week 9,4,4.0
Emmitt Smith,15,5.0,9.333333333333334,28.0,3,False,6.0,6.0,12.598425196850393,Eliminated Week 9,4,3.0
Emmitt Smith,15,6.0,8.833333333333334,26.5,3,False,8.0,8.0,11.72566371681416,Eliminated Week 9,4,6.0
Emmitt Smith,15,7.0,11.499966666666666,34.4999,3,False,4.0,4.0,14.256198261730509,Eliminated Week 9,4,4.0
Emmitt Smith,15,8.0,9.685133333333331,29.0554,3,False,4.0,4.0,14.58037890899821,Eliminated Week 9,4,3.0
Emmitt Smith,15,9.0,9.0,27.0,3,False,5.0,5.0,19.14897691271684,Eliminated Week 9,4,5.0
Erika Jayne,24,1.0,6.0,24.0,4,False,7.0,7.0,7.947019867549669,Eliminated Week 5,9,5.0
Erika Jayne,24,2.0,7.0,28.0,4,False,5.0,5.0,8.536585365853659,Eliminated Week 5,9,4.0
Erika Jayne,24,3.0,6.5,26.0,4,False,7.0,7.0,8.253968253968253,Eliminated Week 5,9,6.0
Erika Jayne,24,4.0,7.5,30.0,4,False,8.0,8.0,9.202453987730062,Eliminated Week 5,9,7.0
Erika Jayne,24,5.0,8.0,32.0,4,False,6.0,6.0,10.526315789473683,Eliminated Week 5,9,5.0
Erin Andrews,10,1.0,7.0,21.0,3,False,3.0,3.0,10.047846889952153,3rd Place,3,3.0
Erin Andrews,10,2.0,7.666666666666667,23.0,3,False,3.0,3.0,10.454545454545451,3rd Place,3,3.0
Erin Andrews,10,3.0,7.666666666666667,23.0,3,False,2.0,2.0,11.330049261083744,3rd Place,3,2.0
Erin Andrews,10,4.0,6.5,19.5,3,False,5.0,5.0,10.512129380053908,3rd Place,3,5.0
Erin Andrews,10,5.0,7.333333333333333,22.0,3,False,4.0,4.0,12.716763005780344,3rd Place,3,4.0
Erin Andrews,10,6.0,11.333333333333334,34.0,3,False,2.0,2.0,16.267997069846647,3rd Place,3,2.0
Erin Andrews,10,7.0,8.5,25.5,3,False,4.0,4.0,16.39871382636656,3rd Place,3,3.0
Erin Andrews,10,8.0,8.833333333333334,26.5,3,False,2.0,2.0,20.948616600790515,3rd Place,3,2.0
Erin Andrews,10,9.0,9.333333333333334,28.0,3,False,3.0,3.0,24.778761061946906,3rd Place,3,2.0
Erin Andrews,10,10.0,8.999933333333333,26.9998,3,False,2.0,2.0,32.66123276502368,3rd Place,3,2.0
Evan Lysacek,10,1.0,7.666666666666667,23.0,3,False,2.0,2.0,11.004784688995215,2nd Place,2,2.0
Evan Lysacek,10,2.0,8.0,24.0,3,False,2.0,2.0,10.909090909090908,2nd Place,2,2.0
Evan Lysacek,10,3.0,8.666666666666666,26.0,3,False,1.0,1.0,12.807881773399016,2nd Place,2,1.0
Evan Lysacek,10,4.0,8.666666666666666,26.0,3,False,1.0,1.0,14.016172506738544,2nd Place,2,1.0
Evan Lysacek,10,5.0,9.0,27.0,3,False,2.0,2.0,15.606936416184972,2nd Place,2,2.0
Evan Lysacek,10,6.0,9.0,27.0,3,False,5.0,5.0,12.918703555466454,2nd Place,2,5.0
Evan Lysacek,10,7.0,9.0,27.0,3,False,1.0,1.0,17.363344051446948,2nd Place,2,1.0
Evan Lysacek,10,8.0,8.833333333333334,26.5,3,False,2.0,2.0,20.948616600790515,2nd Place,2,2.0
Evan Lysacek,10,9.0,9.833333333333334,29.5,3,False,1.0,1.0,26.10619469026549,2nd Place,2,1.0
Evan Lysacek,10,10.0,8.9629,26.8887,3,False,3.0,3.0,32.5268368450467,2nd Place,2,3.0
Evanna Lynch,27,1.0,6.0,18.0,3,False,9.0,9.0,7.0588235294117645,3rd Place,3,5.0
Evanna Lynch,27,2.0,8.0,24.0,3,False,5.0,5.0,8.872458410351202,3rd Place,3,3.0
Evanna Lynch,27,3.0,9.0,27.0,3,False,2.0,2.0,9.96309963099631,3rd Place,3,2.0
Evanna Lynch,27,4.0,8.0,24.0,3,False,5.0,5.0,10.344827586206897,3rd Place,3,4.0
Evanna Lynch,27,5.0,8.0,24.0,3,False,6.0,6.0,10.81081081081081,3rd Place,3,5.0
Evanna Lynch,27,6.0,9.666666666666666,29.0,3,False,3.0,3.0,12.663755458515285,3rd Place,3,2.0
Evanna Lynch,27,7.0,9.833333333333334,29.5,3,False,1.0,1.0,13.563218390804598,3rd Place,3,1.0
Evanna Lynch,27,8.0,9.666666666666666,29.0,3,False,2.0,2.0,18.012422360248447,3rd Place,3,2.0
Evanna Lynch,27,9.0,10.0,30.0,3,False,1.0,1.0,25.97402597402597,3rd Place,3,1.0
Florence Henderson,11,1.0,6.0,18.0,3,False,7.0,7.0,7.929515418502203,Eliminated Week 5,8,5.0
Florence Henderson,11,2.0,6.333333333333333,19.0,3,False,8.0,8.0,8.597285067873303,Eliminated Week 5,8,5.0
Florence Henderson,11,3.0,6.666666666666667,20.0,3,False,7.0,7.0,9.049773755656108,Eliminated Week 5,8,4.0
Florence Henderson,11,4.0,5.833333333333333,17.5,3,False,6.0,6.0,9.776536312849162,Eliminated Week 5,8,6.0
Florence Henderson,11,5.0,7.0,21.0,3,False,6.0,6.0,11.538461538461538,Eliminated Week 5,8,5.0
Floyd Mayweather Jr. ,5,1.0,6.0,18.0,3,False,11.0,11.0,7.003891050583658,Eliminated Week 4,9,6.0
Floyd Mayweather Jr. ,5,2.0,7.0,21.0,3,False,5.0,5.0,8.823529411764707,Eliminated Week 4,9,5.0
Floyd Mayweather Jr. ,5,3.0,7.0,21.0,3,False,8.0,8.0,8.786610878661087,Eliminated Week 4,9,5.0
Floyd Mayweather Jr. ,5,4.0,7.666666666666667,23.0,3,False,8.0,8.0,9.82905982905983,Eliminated Week 4,9,4.0
Frankie Muniz,25,1.0,6.333333333333333,19.0,3,False,5.0,5.0,7.949790794979079,3rd Place,3,4.0
Frankie Muniz,25,2.0,8.0,24.0,3,False,1.0,1.0,8.775137111517367,3rd Place,3,1.0
Frankie Muniz,25,3.0,7.0,21.0,3,False,6.0,6.0,8.60655737704918,3rd Place,3,5.0
Frankie Muniz,25,4.0,8.0,24.0,3,False,4.0,4.0,8.856088560885608,3rd Place,3,4.0
Frankie Muniz,25,5.0,9.666666666666666,29.0,3,False,2.0,2.0,11.11111111111111,3rd Place,3,2.0
Frankie Muniz,25,6.0,7.75,31.0,4,False,6.0,6.0,10.130718954248366,3rd Place,3,5.0
Frankie Muniz,25,7.0,10.0,30.0,3,False,1.0,1.0,13.953488372093023,3rd Place,3,1.0
Frankie Muniz,25,8.0,8.833333333333334,26.5,3,False,3.0,3.0,16.93290734824281,3rd Place,3,3.0
Frankie Muniz,25,9.0,8.5,25.5,3,False,4.0,4.0,18.88888888888889,3rd Place,3,4.0
Frankie Muniz,25,10.0,9.722175,38.8887,4,False,3.0,3.0,24.86669433277468,3rd Place,3,2.0
Gary Busey,21,1.0,5.0,15.0,3,False,9.0,9.0,6.0,Eliminated Week 4,10,5.0
Gary Busey,21,2.0,5.5,16.5,3,False,12.0,12.0,6.099815157116451,Eliminated Week 4,10,7.0
Gary Busey,21,3.0,6.25,25.0,4,False,9.0,9.0,8.19672131147541,Eliminated Week 4,10,7.0
Gary Busey,21,4.0,5.333333333333333,16.0,3,False,10.0,10.0,6.779661016949152,Eliminated Week 4,10,8.0
Gavin DeGraw,14,1.0,6.666666666666667,20.0,3,False,10.0,10.0,7.4074074074074066,Eliminated Week 5,9,5.0
Gavin DeGraw,14,2.0,7.0,21.0,3,False,8.0,8.0,7.806691449814126,Eliminated Week 5,9,6.0
Gavin DeGraw,14,3.0,8.0,24.0,3,False,7.0,7.0,8.571428571428571,Eliminated Week 5,9,6.0
Gavin DeGraw,14,4.0,7.666666666666667,23.0,3,False,5.0,5.0,9.871244635193133,Eliminated Week 5,9,4.0
Gavin DeGraw,14,5.0,6.333333333333333,19.0,3,False,9.0,9.0,8.482142857142858,Eliminated Week 5,9,7.0
Geraldo Rivera,22,1.0,4.333333333333333,13.0,3,False,12.0,12.0,5.485232067510549,Eliminated Week 2,12,6.0
Geraldo Rivera,22,2.0,4.333333333333333,13.0,3,False,12.0,12.0,5.508474576271186,Eliminated Week 2,12,6.0
Gilles Marini,8,1.0,8.0,24.0,3,False,1.0,1.0,9.876543209876544,2nd Place,2,1.0
Gilles Marini,8,2.0,9.0,27.0,3,False,1.0,1.0,10.18867924528302,2nd Place,2,1.0
Gilles Marini,8,3.0,9.0,27.0,3,False,1.0,1.0,10.62992125984252,2nd Place,2,1.0
Gilles Marini,8,4.0,10.0,30.0,3,False,1.0,1.0,12.396694214876034,2nd Place,2,1.0
Gilles Marini,8,5.0,9.666666666666666,29.0,3,False,1.0,1.0,13.80952380952381,2nd Place,2,1.0
Gilles Marini,8,6.0,8.666666666666666,26.0,3,False,3.0,3.0,13.978494623655912,2nd Place,2,3.0
Gilles Marini,8,7.0,9.0,27.0,3,False,3.0,3.0,14.835164835164836,2nd Place,2,3.0
Gilles Marini,8,8.0,9.166666666666666,27.5,3,False,2.0,2.0,17.628205128205128,2nd Place,2,2.0
Gilles Marini,8,9.0,9.333333333333334,28.0,3,False,2.0,2.0,20.973782771535586,2nd Place,2,2.0
Gilles Marini,8,10.0,10.0,30.0,3,False,1.0,1.0,27.3972602739726,2nd Place,2,1.0
Gilles Marini,8,11.0,9.666666666666666,29.0,3,False,2.0,2.0,33.14285714285714,2nd Place,2,2.0
Gilles Marini,15,1.0,8.0,24.0,3,False,2.0,2.0,8.679927667269439,Eliminated Week 8,6,2.0
Gilles Marini,15,2.0,8.5,25.5,3,False,2.0,2.0,9.239130434782608,Eliminated Week 8,6,2.0
Gilles Marini,15,3.0,8.5,25.5,3,False,4.0,4.0,9.172661870503598,Eliminated Week 8,6,3.0
Gilles Marini,15,4.0,9.875,39.5,4,False,1.0,1.0,12.28615863141524,Eliminated Week 8,6,1.0
Gilles Marini,15,5.0,9.416666666666666,28.25,3,False,2.0,2.0,12.710911136107988,Eliminated Week 8,6,2.0
Gilles Marini,15,6.0,9.166666666666666,27.5,3,False,5.0,5.0,12.168141592920351,Eliminated Week 8,6,4.0
Gilles Marini,15,7.0,11.1666,33.4998,3,False,5.0,5.0,13.84293260352406,Eliminated Week 8,6,5.0
Gilles Marini,15,8.0,9.759233333333333,29.2777,3,False,2.0,2.0,14.69193195013584,Eliminated Week 8,6,2.0
Ginger Zee,22,1.0,7.666666666666667,23.0,3,False,1.0,1.0,9.70464135021097,3rd Place,3,1.0
Ginger Zee,22,2.0,7.0,21.0,3,False,3.0,3.0,8.898305084745763,3rd Place,3,2.0
Ginger Zee,22,3.0,7.0,21.0,3,False,6.0,6.0,8.860759493670885,3rd Place,3,5.0
Ginger Zee,22,4.0,9.0,36.0,4,False,1.0,1.0,11.285266457680253,3rd Place,3,1.0
Ginger Zee,22,5.0,8.0,32.0,4,False,3.0,3.0,11.594202898550725,3rd Place,3,3.0
Ginger Zee,22,6.0,8.0,24.0,3,False,6.0,6.0,10.572687224669604,3rd Place,3,5.0
Ginger Zee,22,7.0,9.166666666666666,27.5,3,False,2.0,2.0,12.850467289719624,3rd Place,3,2.0
Ginger Zee,22,8.0,10.0,30.0,3,False,1.0,1.0,17.75147928994083,3rd Place,3,1.0
Ginger Zee,22,9.0,9.333333333333334,28.0,3,False,4.0,4.0,19.51219512195122,3rd Place,3,4.0
Ginger Zee,22,10.0,9.4444,28.3332,3,False,3.0,3.0,32.56704628527027,3rd Place,3,3.0
Gladys Knight,14,1.0,7.666666666666667,23.0,3,False,4.0,4.0,8.518518518518519,Eliminated Week 6,8,3.0
Gladys Knight,14,2.0,6.333333333333333,19.0,3,False,11.0,11.0,7.063197026022305,Eliminated Week 6,8,8.0
Gladys Knight,14,3.0,8.0,24.0,3,False,7.0,7.0,8.571428571428571,Eliminated Week 6,8,6.0
Gladys Knight,14,4.0,6.666666666666667,20.0,3,False,10.0,10.0,8.583690987124463,Eliminated Week 6,8,7.0
Gladys Knight,14,5.0,7.333333333333333,22.0,3,False,7.0,7.0,9.821428571428571,Eliminated Week 6,8,5.0
Gladys Knight,14,6.0,8.0,24.0,3,False,8.0,8.0,9.302350820331682,Eliminated Week 6,8,8.0
Harry Hamlin,3,1.0,5.666666666666667,17.0,3,False,8.0,8.0,8.018867924528301,Eliminated Week 3,9,7.0
Harry Hamlin,3,2.0,7.0,21.0,3,False,7.0,7.0,9.130434782608695,Eliminated Week 3,9,6.0
Harry Hamlin,3,3.0,7.333333333333333,22.0,3,False,4.0,4.0,10.628019323671497,Eliminated Week 3,9,3.0
Hayes Grier,21,1.0,7.0,21.0,3,False,7.0,7.0,8.4,Eliminated Week 7,8,4.0
Hayes Grier,21,2.0,7.5,22.5,3,False,4.0,4.0,8.317929759704251,Eliminated Week 7,8,4.0
Hayes Grier,21,3.0,7.5,30.0,4,False,7.0,7.0,9.836065573770492,Eliminated Week 7,8,5.0
Hayes Grier,21,4.0,9.0,27.0,3,False,2.0,2.0,11.440677966101696,Eliminated Week 7,8,2.0
Hayes Grier,21,5.0,7.5,30.0,4,False,6.0,6.0,9.966777408637874,Eliminated Week 7,8,6.0
Hayes Grier,21,6.0,8.0,32.0,4,False,6.0,6.0,10.22364217252396,Eliminated Week 7,8,4.0
Hayes Grier,21,7.0,9.333333333333334,28.0,3,False,2.0,2.0,12.669683257918551,Eliminated Week 7,8,2.0
Heather Mills,4,1.0,6.0,18.0,3,False,7.0,7.0,8.737864077669903,Eliminated Week 6,7,5.0
Heather Mills,4,2.0,8.0,24.0,3,False,3.0,3.0,9.79591836734694,Eliminated Week 6,7,3.0
Heather Mills,4,3.0,8.0,24.0,3,False,1.0,1.0,11.009174311926609,Eliminated Week 6,7,1.0
Heather Mills,4,4.0,7.666666666666667,23.0,3,False,4.0,4.0,12.105263157894736,Eliminated Week 6,7,4.0
Heather Mills,4,5.0,7.0,21.0,3,False,5.0,5.0,11.931818181818182,Eliminated Week 6,7,5.0
Heather Mills,4,6.0,7.666666666666667,23.0,3,False,5.0,5.0,13.529411764705882,Eliminated Week 6,7,4.0
Heather Morris,24,1.0,7.0,28.0,4,False,3.0,3.0,9.271523178807946,Eliminated Week 6,8,3.0
Heather Morris,24,2.0,7.5,30.0,4,False,3.0,3.0,9.146341463414634,Eliminated Week 6,8,2.0
Heather Morris,24,3.0,8.25,33.0,4,False,2.0,2.0,10.476190476190476,Eliminated Week 6,8,2.0
Heather Morris,24,4.0,8.75,35.0,4,False,3.0,3.0,10.736196319018406,Eliminated Week 6,8,3.0
Heather Morris,24,5.0,8.5,34.0,4,False,4.0,4.0,11.18421052631579,Eliminated Week 6,8,4.0
Heather Morris,24,6.0,9.25,37.0,4,False,1.0,1.0,13.754646840148698,Eliminated Week 6,8,1.0
Helio Castroneves,5,1.0,8.333333333333334,25.0,3,False,2.0,2.0,9.72762645914397,1st Place,1,2.0
Helio Castroneves,5,2.0,9.0,27.0,3,False,1.0,1.0,11.344537815126053,1st Place,1,1.0
Helio Castroneves,5,3.0,8.0,24.0,3,False,6.0,6.0,10.0418410041841,1st Place,1,3.0
Helio Castroneves,5,4.0,9.0,27.0,3,False,2.0,2.0,11.538461538461538,1st Place,1,2.0
Helio Castroneves,5,5.0,7.666666666666667,23.0,3,False,6.0,6.0,11.55778894472362,1st Place,1,5.0
Helio Castroneves,5,6.0,9.333333333333334,28.0,3,False,2.0,2.0,15.555555555555555,1st Place,1,2.0
Helio Castroneves,5,7.0,8.666666666666666,26.0,3,False,3.0,3.0,16.666666666666664,1st Place,1,3.0
Helio Castroneves,5,8.0,9.5,28.5,3,False,1.0,1.0,21.673003802281368,1st Place,1,1.0
Helio Castroneves,5,9.0,10.0,30.0,3,False,1.0,1.0,25.64102564102564,1st Place,1,1.0
Helio Castroneves,5,10.0,9.3333,27.9999,3,False,2.0,2.0,35.29409540280161,1st Place,1,2.0
Helio Castroneves,15,1.0,7.166666666666667,21.5,3,False,6.0,6.0,7.775768535262206,Eliminated Week 3,10,5.0
Helio Castroneves,15,2.0,7.666666666666667,23.0,3,False,6.0,6.0,8.333333333333332,Eliminated Week 3,10,6.0
Helio Castroneves,15,3.0,8.5,25.5,3,False,4.0,4.0,9.172661870503598,Eliminated Week 3,10,3.0
Hines Ward,12,1.0,7.0,21.0,3,False,3.0,3.0,10.144927536231885,1st Place,1,3.0
Hines Ward,12,2.0,7.666666666666667,23.0,3,False,1.0,1.0,10.648148148148149,1st Place,1,1.0
Hines Ward,12,3.0,8.333333333333334,25.0,3,False,1.0,1.0,11.682242990654206,1st Place,1,1.0
Hines Ward,12,4.0,8.333333333333334,25.0,3,False,2.0,2.0,12.135922330097088,1st Place,1,2.0
Hines Ward,12,5.0,9.0,27.0,3,False,1.0,1.0,13.917525773195877,1st Place,1,1.0
Hines Ward,12,6.0,9.0,27.0,3,False,3.0,3.0,15.0,1st Place,1,2.0
Hines Ward,12,7.0,8.25,33.0,4,False,1.0,1.0,17.50663129973475,1st Place,1,1.0
Hines Ward,12,8.0,9.0,27.0,3,False,2.0,2.0,20.76923076923077,1st Place,1,2.0
Hines Ward,12,9.0,10.0,30.0,3,False,2.0,2.0,25.53191489361702,1st Place,1,2.0
Hines Ward,12,10.0,9.888866666666669,29.666600000000003,3,False,1.0,1.0,33.969480071129965,1st Place,1,1.0
Holly Madison,8,1.0,6.0,18.0,3,False,7.0,7.0,7.4074074074074066,Eliminated Week 4,11,6.0
Holly Madison,8,2.0,6.0,18.0,3,False,9.0,9.0,6.79245283018868,Eliminated Week 4,11,7.0
Holly Madison,8,3.0,5.666666666666667,17.0,3,False,9.0,9.0,6.692913385826772,Eliminated Week 4,11,6.0
Holly Madison,8,4.0,5.333333333333333,16.0,3,False,9.0,9.0,6.6115702479338845,Eliminated Week 4,11,7.0
Hope Solo,13,1.0,7.0,21.0,3,False,3.0,3.0,9.67741935483871,Eliminated Week 9,4,2.0
Hope Solo,13,2.0,6.333333333333333,19.0,3,False,8.0,8.0,8.520179372197308,Eliminated Week 9,4,4.0
