celebrity_name,judge_percentage,eliminated_this_week,mean_fan_percentage,std_fan_percentage,fan_percentage_ci_low,fan_percentage_ci_high,fan_percentage_ci_width,mode_fan_percentage,mean_fan_votes,fan_votes_ci_low,fan_votes_ci_high,fan_votes_ci_width,combined_percentage_mean,certainty_index,season,week
Lisa Vanderpump,8.035714285714286,False,8.028574646736603,0.291634100579531,7.483751164138328,8.61057044143273,1.126819277294402,8.0,81928.6840802942,76890.10083541708,87301.26710457516,10.411166269158086,16.06428893245089,2.5534037983929987,16.0,4.0
Sean Lowe,8.928571428571429,False,8.935091264796945,0.28959088401121885,8.38116419640867,9.538036941682611,1.1568727452739402,8.9,90285.03104651159,85195.46560515767,95814.83601344282,10.619370408285148,17.863662693368376,2.5667951716529473,16.0,4.0
Victor Ortiz,8.035714285714286,False,8.030024592068546,0.28756410548885425,7.450082692173462,8.590364471700596,1.1402817795271343,8.0,81942.15955463819,76580.29337656824,87107.70885652816,10.52741547995992,16.065738877782834,2.5802183066944484,16.0,4.0
Zendaya,11.607142857142858,False,11.604477312175485,0.28044180131024005,11.04640673187868,12.140762915050534,1.094356183171854,11.6,114655.55501948741,109586.45189728832,119526.48331844494,9.940031421156615,23.211620169318344,2.628522934535595,16.0,4.0
Alexandra Raisman,11.961722488038278,False,11.953649390961212,0.28060504876296566,11.405080714808266,12.508624953731553,1.1035442389232877,12.0,118890.5683178178,113870.23169892673,123962.85820546835,10.092626506541622,23.91537187899949,2.6273955199758348,16.0,5.0
Andy Dick,8.61244019138756,False,8.613128638520307,0.27806606122257854,8.071893154766219,9.136584848235143,1.0646916934689248,8.6,88114.55909164742,83090.11742200203,92959.53801539903,9.869420593396994,17.225568829907864,2.6450403846519053,16.0,5.0
D. L. Hughley,8.61244019138756,False,8.61650053106794,0.2885860837559923,8.04022457164051,9.194013659623087,1.1537890879825774,8.7,88145.71401562098,82789.56305007488,93496.7246180865,10.707161568011623,17.228940722455498,2.5734323533519468,16.0,5.0
Ingo Rademacher,10.047846889952153,False,10.050271425828115,0.28129059809598295,9.520333212368726,10.60468546389188,1.0843522515231534,10.2,101415.59829442245,96541.74275992041,106513.87723544841,9.972134475528001,20.09811831578027,2.6226715397484526,16.0,5.0
Jacoby Jones,12.440191387559809,False,12.460180969500463,0.28375520781083247,11.911986595541547,13.030918052960256,1.118931457418709,12.5,123518.76011236898,118511.33342755199,128725.61186907567,10.214278441523682,24.90037235706027,2.6058278289032053,16.0,5.0
Kellie Pickler,12.91866028708134,False,12.913958789176915,0.29166240593038634,12.335252527258318,13.479330893660222,1.1440783664019047,12.9,127657.95917675692,122358.85118917242,132806.75801243947,10.447906823267054,25.832619076258254,2.553219264495196,16.0,5.0
Sean Lowe,11.483253588516746,False,11.473903951884644,0.2828850423469809,10.918053790841606,12.008481858963435,1.0904280681218292,11.5,114499.01970302282,109405.23235636653,119398.94762221974,9.993715265853215,22.95715754040139,2.6117499755808495,16.0,5.0
Victor Ortiz,10.047846889952153,False,10.051391140606084,0.2730635922053304,9.493992626257194,10.576290984378959,1.082298358121765,10.1,101426.02739348942,96279.19701038447,106263.72705778811,9.984530047403648,20.099238030558237,2.680508151676217,16.0,5.0
Zendaya,13.875598086124402,False,13.86701516245432,0.30055391557234806,13.291281204674483,14.486153466548677,1.1948722618741936,13.8,136331.79389485324,131085.48277425166,141959.12731556201,10.87364454131035,27.74261324857872,2.496542815144145,16.0,5.0
Alexandra Raisman,13.79310344827586,False,13.795158885693155,0.2954347901573345,13.212655134915892,14.381732515040419,1.169077380124527,13.7,136927.6944138613,131578.17484865716,142313.17093112227,10.734996082465106,27.588262333969013,2.528861963819933,16.0,6.0
Andy Dick,11.405835543766578,False,11.407430598306082,0.2824212862958002,10.817972785782771,11.931840362826135,1.1138675770433633,11.4,114938.27078105521,109480.72898766419,119785.2612170256,10.304532229361415,22.81326614207266,2.6149172021415854,16.0,6.0
Ingo Rademacher,12.20159151193634,False,12.185652467994526,0.2813651350085786,11.643102922107976,12.734881121716473,1.0917781996084965,12.2,122125.38196069593,117117.74769933843,127192.33624440682,10.074588545068385,24.387243979930865,2.6221589448062828,16.0,6.0
Jacoby Jones,11.93633952254642,False,11.940023672645477,0.27909819146660414,11.387360621192379,12.471584023246226,1.0842234020538477,12.0,119859.23320036608,114755.4104310942,124759.92811930725,10.004517688213047,23.8763631951919,2.6378390150882396,16.0,6.0
Kellie Pickler,14.323607427055704,False,14.333745426988425,0.27411586254905607,13.775645537508272,14.881983286216826,1.1063377487085546,14.3,141864.69828666878,136741.0663633034,146889.45430842054,10.148387945117138,28.657352854044127,2.6729687246791753,16.0,6.0
Sean Lowe,12.20159151193634,False,12.200300985210417,0.282975164049252,11.647524214032996,12.735924475304495,1.0884002612714987,12.2,122260.44991797974,117163.76288670185,127196.88921023549,10.033126323533637,24.401892497146754,2.6111353786675218,16.0,6.0
Victor Ortiz,10.610079575596815,False,10.616060444417792,0.2810455216566054,10.061405273084503,11.193409104490996,1.132003831406493,10.6,107606.70093089422,102458.71801468018,112950.57185741019,10.491853842730007,21.226140020014608,2.6243583592124997,16.0,6.0
Zendaya,13.527851458885944,False,13.521627518744127,0.27605523123606074,12.980215840623908,14.092218090446925,1.1120022498230178,13.4,134417.57050847882,129441.30114700407,139662.35694046697,10.221055793462904,27.049478977630073,2.6591838563529278,16.0,6.0
Alexandra Raisman,17.391304347826086,False,17.384194031588063,0.27624579646234854,16.843706410446003,17.9218926161868,1.0781862057407956,17.3,171525.56557977418,166556.43206390453,176490.36407792778,9.933932014023245,34.775498379414145,2.6578370028383063,16.0,7.0
Andy Dick,9.239130434782608,False,9.22583901256901,0.28510722338998234,8.670904663019682,9.749846006773405,1.0789413437537227,9.2,95681.03645086152,90448.47704347793,100616.49615084934,10.168019107371409,18.464969447351617,2.596679416182596,16.0,7.0
Ingo Rademacher,13.586956521739127,False,13.593050356446968,0.2819578545285153,13.049090919544165,14.156152458206815,1.1070615386626503,13.6,136527.8425564303,131484.48672740004,141749.52433992285,10.265037612522807,27.180006878186095,2.618089896945278,16.0,7.0
Jacoby Jones,14.673913043478262,False,14.679427298586926,0.282322900382489,14.119838576938973,15.214820526379986,1.0949819494410136,14.7,146591.21412193947,141415.10184504613,151535.89151700374,10.12078967195761,29.353340342065188,2.615590117671648,16.0,7.0
Kellie Pickler,15.760869565217392,False,15.772661758377723,0.2719396559526508,15.226130749648027,16.315302490981715,1.089171741333688,15.7,156688.57102538602,151628.30608468354,161696.14589911114,10.0678398144276,31.533531323595113,2.688608176072797,16.0,7.0
Sean Lowe,13.043478260869565,False,13.032861409886177,0.28033888793456646,12.498778346058645,13.572749252320818,1.0739709062621738,13.0,131325.95563995178,126374.469061938,136338.7230669696,9.964254005031602,26.076339670755743,2.6292341691129937,16.0,7.0
Zendaya,16.304347826086957,False,16.311966132545134,0.26137882658794154,15.821828560774872,16.823500675814138,1.0016721150392662,16.2,161659.81462565679,157137.6075174982,166386.7347354136,9.249127217915404,32.61631395863209,2.76717927677661,16.0,7.0
Alexandra Raisman,18.006430868167204,False,18.01488068577106,0.2729227401130273,17.443071632486816,18.524955908903983,1.081884276417167,18.0,179225.1930117855,173911.172827955,183955.09579084872,10.043922962893731,36.02131155393826,2.681520573663368,16.0,8.0
Ingo Rademacher,15.434083601286176,False,15.426623146832128,0.27613602254037184,14.862572785220541,15.962220826349933,1.0996480411293916,15.5,155146.0796846193,149881.8602184904,160133.7220302875,10.251861811797106,30.860706748118304,2.658612682843125,16.0,8.0
Jacoby Jones,16.720257234726688,False,16.713912110173794,0.2749241036894074,16.159825542430568,17.244955136330997,1.0851295939004295,16.6,167139.01798289825,161980.5183519549,172074.7745266696,10.094256174714683,33.43416934490048,2.667206483017732,16.0,8.0
Kellie Pickler,17.684887459807076,False,17.68934341565874,0.28230845577835045,17.15256457930484,18.215253124839577,1.062688545534737,17.8,176203.8588796199,171211.28767769597,181081.36076617832,9.870073088482343,35.37423087546581,2.6156889414440947,16.0,8.0
Sean Lowe,13.504823151125404,False,13.49736152169819,0.27042252739372913,12.960652318331551,14.008480561358946,1.0478282430273946,13.6,137098.58730888294,132066.65565916858,141882.47511981026,9.81581946064168,27.002184672823596,2.699619828836924,16.0,8.0
Zendaya,18.64951768488746,False,18.657879119866084,0.27466686450473665,18.119535869110386,19.195842288299694,1.076306419189308,18.7,185187.2631321941,180194.7832282875,190174.84955047996,9.980066322192462,37.307396804753544,2.669037736555317,16.0,8.0
Alexandra Raisman,20.92198581560284,False,20.90552845641401,0.2678639099291584,20.382682728769833,21.440224055571395,1.0575413268015623,20.9,208476.72909790982,203591.44671764545,213470.75448211582,9.879307764470374,41.827514272016856,2.7183965945247945,16.0,9.0
Ingo Rademacher,18.08510638297873,False,18.08217920223279,0.26518899162424486,17.562091307960763,18.592900081905793,1.0308087739450293,18.1,182033.55404920244,177151.9519798715,186824.29816539894,9.67234618552745,36.167285585211516,2.738308171755991,16.0,9.0
Jacoby Jones,20.92198581560284,False,20.934154136722654,0.280719352475533,20.38161775082207,21.492444870457216,1.1108271196351467,21.0,208744.15731857,203575.6215247308,213960.54167117618,10.384920146445365,41.85613995232549,2.626606694663007,16.0,9.0
Kellie Pickler,20.56737588652482,False,20.567634547129376,0.2720839319797076,20.036297375197115,21.098557794592125,1.0622604193950096,20.6,205318.55763718562,200346.14296703518,210279.6977267711,9.93355475973591,41.1350104336542,2.6875656647665647,16.0,9.0
Zendaya,19.50354609929078,False,19.51050365750117,0.26901632610945203,18.99463673883144,20.03907651227528,1.044439773443841,19.6,195427.00189713214,190597.05535299183,200374.72147548155,9.777666122489725,39.01404975679195,2.709907202597305,16.0,9.0
Alexandra Raisman,24.786345971235875,False,24.78730930507181,0.25929360357555525,24.275997676591,25.287447943999283,1.0114502674082821,24.7,247998.73829391162,243179.7062564409,252711.9938628726,9.532287606431694,49.57365527630768,2.7832390837141956,16.0,10.0
Jacoby Jones,23.93155891586232,False,23.93031061700271,0.2622823361166824,23.436512626100747,24.4428414765312,1.006328850430453,23.9,239918.90404149497,235262.48585425326,244750.74806063916,9.488262206385901,47.86186953286503,2.760278104417225,16.0,10.0
Kellie Pickler,25.641047556450903,False,25.644132789432078,0.2579261601436862,25.147472279751174,26.15635322972899,1.008880949977815,25.6,256068.88295554504,251391.64135997,260891.22599859885,9.499584638628846,51.28518034588298,2.793872343945352,16.0,10.0
Zendaya,25.641047556450903,False,25.6382472884934,0.2584203212854149,25.12925149404566,26.160404130495237,1.0311526364495762,25.7,256013.47470904834,251219.0294843812,260929.82790451648,9.710798420135282,51.2792948449443,2.7900203772310292,16.0,10.0
Alexis Ren,8.627450980392156,False,8.638520668895532,0.27719130728007246,8.111646882232655,9.181995037728775,1.07034815549612,8.7,85490.54753255448,80749.02016015897,90372.02743124471,9.623007271085749,17.26597164928769,2.6511745649999274,27.0,1.0
Bobby Bones,7.84313725490196,False,7.846448982346202,0.296602005701313,7.264267506319876,8.4161037343095,1.151836227989624,7.9,78350.0603470727,73073.94010651126,83502.19419826184,10.428254091750583,15.689586237248161,2.521419422051827,27.0,1.0
Danelle Umstead,7.0588235294117645,False,7.066012693247518,0.2915985686014342,6.49715385233012,7.609720175476048,1.112566323145928,7.1,71274.75809960758,66101.97625275537,76201.12701916331,10.09915076640794,14.124836222659283,2.5536354833252517,27.0,1.0
DeMarcus Ware,9.019607843137257,False,9.01517059336965,0.28975173582892005,8.455121129401936,9.574980285803756,1.1198591564018194,9.1,88873.03521333262,83836.82477337302,93884.51247042703,10.047687697054004,18.034778436506905,2.5657358468800915,27.0,1.0
Evanna Lynch,7.0588235294117645,False,7.062984624202252,0.2814454912438244,6.539503838096271,7.601846032743936,1.0623421946476643,6.9,71247.45953095428,66470.25365226372,76141.18543214898,9.670931779885256,14.121808153614015,2.621606554423233,27.0,1.0
Joe Amabile,5.490196078431373,False,5.485064011865698,0.2893665072789996,4.8947544127875355,6.027368981735115,1.132614568947579,5.4,56786.91128865975,51328.23053626043,61782.017076714845,10.453786540454413,10.97526009029707,2.5682743156011942,27.0,1.0
John Schneider,7.0588235294117645,False,7.046852182741215,0.29011626290616516,6.45666232985773,7.592921576735859,1.1362592468781285,7.1,71100.52013673018,65718.79080804861,76059.85093615609,10.341060128107477,14.10567571215298,2.563338407249457,27.0,1.0
Juan Pablo Di Pace,8.627450980392156,False,8.621919894993328,0.2908745454432501,8.071873548031713,9.214041660864103,1.1421681128323904,8.7,85341.05624852884,80389.66085786448,90652.91840454884,10.263257546684356,17.249370875385484,2.558365623082476,27.0,1.0
Mary Lou Retton,7.84313725490196,False,7.836425074542275,0.2900769347992637,7.276320440711622,8.405824175941474,1.1295037352298518,7.7,78259.60785085398,73190.5042227706,83391.69335586186,10.201189133091262,15.679562329444234,2.563596846644129,27.0,1.0
Milo Manheim,7.84313725490196,False,7.850176524850215,0.2852315575977141,7.268600389718992,8.40433325069297,1.1357328609739774,7.8,78383.98391640955,73123.52164596968,83386.9907664908,10.263469120521114,15.693313779752174,2.595841333030848,27.0,1.0
Nancy McKeon,7.647058823529412,False,7.636884759324047,0.2897614908399254,7.102729370170604,8.230697085709963,1.1279677155393593,7.5,76454.48227914053,71605.45828559337,81823.83536017446,10.21837707458109,15.28394358285346,2.56567163124563,27.0,1.0
Nikki Glaser,6.862745098039216,False,6.860831527889701,0.2861870132775319,6.311992891637531,7.400352256923679,1.0883593652861476,6.9,69407.23447769806,64397.6488440713,74307.27609556336,9.909627251492056,13.723576625928917,2.5894190265827337,27.0,1.0
Tinashe,9.019607843137257,False,9.032708461732371,0.29037798029558104,8.438660652144197,9.603746000433413,1.1650853482892156,9.1,89030.34307845744,83688.96862094424,94147.42989384489,10.458461272900648,18.052316304869628,2.5616198927071494,27.0,1.0
Alexis Ren,9.057301293900183,False,9.03878610809693,0.28825191209858775,8.470010369403113,9.59726147641301,1.1272511070098972,9.1,89756.9539212946,84615.8709079446,94796.3171619245,10.180446253979898,18.096087401997114,2.5756473280318906,27.0,2.0
Bobby Bones,7.208872458410351,False,7.218913600604378,0.2908398014995066,6.646389129410655,7.78114247247443,1.1347533430637755,7.3,73212.62781187591,67973.70465165847,78347.89508291517,10.374190431256705,14.427786059014728,2.5585930505628465,27.0,2.0
Danelle Umstead,6.839186691312385,False,6.83140843938352,0.28553114280200653,6.255169684574024,7.381065594100398,1.125895909526374,6.7,69660.75565192343,64363.27682665119,74696.07989092833,10.33280306427714,13.670595130695904,2.5938241791106362,27.0,2.0
DeMarcus Ware,8.687615526802219,False,8.69094568367014,0.2893266708852092,8.131634267117224,9.240285382314731,1.1086511151975067,8.8,86610.15466295941,81549.90642154487,91584.01661675266,10.034110195207788,17.37856121047236,2.568537104653805,27.0,2.0
Evanna Lynch,8.872458410351202,False,8.87675049898151,0.2894646653909521,8.301476711653907,9.451109696432145,1.149632984778238,8.9,88291.86569682036,83083.47152290125,93480.66588140925,10.397194358508001,17.74920890933271,2.5676270246395285,27.0,2.0
Joe Amabile,6.469500924214418,False,6.47912265776148,0.2782331759551839,5.96009733793805,7.023146630893819,1.0630492929557684,6.6,66421.09659206927,61636.124071309445,71416.13200408728,9.780007932777837,12.948623581975898,2.643871726679227,27.0,2.0
John Schneider,7.948243992606285,False,7.925866776165789,0.2971874672182067,7.33333077091154,8.503258078208729,1.169927307297189,7.9,79664.20149231765,74258.49604131453,84903.08291732505,10.644586876010523,15.874110768772073,2.517702804178915,27.0,2.0
Juan Pablo Di Pace,9.611829944547134,False,9.61257933961075,0.2862905642110213,9.056930639031956,10.173506363355877,1.116575724323921,9.7,94934.24976592857,89920.41720265031,99993.7809644156,10.073363761765286,19.224409284157886,2.5887248942837857,27.0,2.0
Mary Lou Retton,8.502772643253234,False,8.51208400314661,0.2776974027069229,7.970262710508329,9.046802380175164,1.0765396696668352,8.5,84989.6399835105,80068.04798471557,89827.99959267139,9.759951607955824,17.014856646399842,2.647622125100917,27.0,2.0
Milo Manheim,9.611829944547134,False,9.603240440983567,0.28233658614168067,9.067424419009614,10.126282477952378,1.0588580589427643,9.6,94850.17442604381,90015.94033981134,99567.71681875209,9.551776478940752,19.2150703855307,2.6154964924791027,27.0,2.0
Nancy McKeon,7.578558225508318,False,7.596688509505488,0.2870130643411988,7.037697335403904,8.15212315134583,1.1144258159419254,7.6,76664.632319599,71557.79677554057,81723.0926508584,10.165295875317824,15.175246735013806,2.58389210116788,27.0,2.0
Tinashe,9.611829944547134,False,9.613613942089836,0.28109294163127474,9.061114912701067,10.180778714955931,1.1196638022548644,9.5,94943.64767565754,89950.6544547125,100060.63349301669,10.109979038304198,19.22544388663697,2.6240318063081496,27.0,2.0
Alexis Ren,9.59409594095941,False,9.587836063205314,0.27422172202676715,9.085332611194513,10.122134142823729,1.0368015316292158,9.6,95467.77389595789,90898.7202980232,100314.18305956929,9.415462761546092,19.18193200416472,2.6722125978792657,27.0,3.0
Bobby Bones,8.487084870848708,False,8.496368698717445,0.2835801805713884,7.9433675399198584,9.057742995366656,1.1143754554467975,8.4,85524.57424140674,80464.20999361738,90643.19651095076,10.178986517333382,16.98345356956615,2.6070168654448747,27.0,3.0
DeMarcus Ware,9.59409594095941,False,9.594298268746602,0.28395028389865024,9.033990999086507,10.140739217636993,1.1067482185504858,9.6,95526.32360458918,90434.18289982632,100487.98369071355,10.053800790887225,19.18839420970601,2.604503869214395,27.0,3.0
Evanna Lynch,9.96309963099631,False,9.967644312879406,0.3042398406349526,9.346923550750637,10.577120899996244,1.230197349245607,10.0,98913.39075785391,93274.74924176927,104431.2029993572,11.156453757587936,19.930743943875715,2.4737789289379983,27.0,3.0
Joe Amabile,6.642066420664207,False,6.634898595625752,0.27966545673976567,6.049122758509722,7.160894669563277,1.1117719110535544,6.7,68396.78371788425,62958.61385182112,73261.83328076985,10.303219428948724,13.27696501628996,2.6338977703874455,27.0,3.0
John Schneider,7.7490774907749085,False,7.740552140530293,0.27994534331649806,7.1899330162771555,8.286486155430843,1.0965531391536878,7.8,78599.321438965,73533.26992276248,83616.60355117207,10.083333628409585,15.489629631305203,2.631957510706982,27.0,3.0
Juan Pablo Di Pace,11.07011070110701,False,11.065765474816239,0.2882797671368805,10.482413224149735,11.640893603162464,1.1584803790127296,11.0,108841.77375176841,103571.38316559244,114031.69158344615,10.46030841785371,22.13587617592325,2.5754625521022048,27.0,3.0
Mary Lou Retton,8.856088560885608,False,8.863702004947973,0.28427687539020435,8.281800602578878,9.415715269251269,1.133914666672391,8.9,88877.99241277562,83562.4606787708,93914.69381061009,10.352233131839283,17.71979056583358,2.6022903381437534,27.0,3.0
Milo Manheim,9.96309963099631,False,9.949927377993424,0.2784268312354065,9.445748459575526,10.507402197426938,1.0616537378514117,10.0,98753.12854553705,94170.4091852762,103817.26091112568,9.64685172584947,19.913027008989733,2.6425187578148597,27.0,3.0
Nancy McKeon,8.118081180811808,False,8.13746393636814,0.27863202855730934,7.617821504648012,8.67783511137491,1.0600136067268968,8.0,82240.58784114337,77476.16198231115,87189.72710980641,9.713565127495254,16.25554511717995,2.641086660867732,27.0,3.0
Tinashe,9.96309963099631,False,9.961543126169406,0.28469773741872884,9.396361341415036,10.544689600958678,1.1483282595436428,10.1,98858.3497921186,93726.06867930709,104144.61679980266,10.418548120495572,19.924642757165714,2.5994434142240306,27.0,3.0
Alexis Ren,10.775862068965516,False,10.774993228562154,0.28594633438102246,10.216049138920772,11.33720923956932,1.1211601006485488,10.7,107134.39895561086,102043.8231207966,112251.03025593587,10.207207135139265,21.55085529752767,2.5910338068213337,27.0,4.0
Bobby Bones,8.620689655172415,False,8.646041842975889,0.27550316173845096,8.11296898372339,9.172375413160083,1.0594064294366934,8.7,87641.91452799672,82728.11124361624,92483.75237484378,9.755641131227545,17.266731498148303,2.663093422090889,27.0,4.0
DeMarcus Ware,9.482758620689657,False,9.474808379496004,0.2777070861464667,8.957508752225824,10.032643626661805,1.0751348744359817,9.4,95255.97716945353,90516.16256677134,100360.82489185815,9.844662325086814,18.957567000185662,2.647554246870077,27.0,4.0
Evanna Lynch,10.344827586206897,False,10.3471324475388,0.26929686638121353,9.785680602158992,10.861211937174778,1.0755313350157856,10.3,103233.79889770168,98103.47632914773,107930.52102461345,9.827044695465723,20.691960033745694,2.7078485929196363,27.0,4.0
Joe Amabile,6.465517241379311,False,6.455114781080301,0.2829550538435554,5.886556500046434,7.004983392588896,1.1184268925424616,6.4,67304.26573975646,61977.70854249409,72438.01103417325,10.460302491679162,12.920632022459612,2.6112724978125486,27.0,4.0
John Schneider,9.051724137931034,False,9.046863758755583,0.2855146525278709,8.51351365778019,9.61755347705282,1.1040398192726286,9.1,91328.7615717223,86426.08525479482,96561.55400371767,10.135468748922852,18.098587896686617,2.593935129165304,27.0,4.0
Juan Pablo Di Pace,10.344827586206897,False,10.363038796823716,0.287008037280864,9.80682283936359,10.943893671818248,1.1370708324546577,10.4,103378.75205969969,98305.47062168189,108680.30898436726,10.374838362685376,20.707866383030613,2.5839256647640845,27.0,4.0
Mary Lou Retton,11.20689655172414,False,11.190543042220863,0.2765000041713339,10.62720525507992,11.708408962149214,1.0812037070692941,11.1,110916.04479941454,105792.7913245849,115626.77322998649,9.833981905401583,22.397439593945002,2.6560424672530147,27.0,4.0
Milo Manheim,12.5,False,12.511897829277062,0.2877107863277777,11.965945547295519,13.090840870000237,1.1248953227047185,12.6,122899.06164618638,117943.35617819024,128139.8588636516,10.196502685461368,25.01189782927706,2.579242144567477,27.0,4.0
Tinashe,11.20689655172414,False,11.18956589326963,0.290372687796198,10.609783353093624,11.741758778093931,1.1319754250003076,11.2,110907.02463245786,105627.34207851828,115916.90072641235,10.289558647894067,22.396462444993773,2.561654622011031,27.0,4.0
Alexis Ren,13.063063063063062,False,13.069664092766587,0.2818703207552505,12.498665099543429,13.612190768537914,1.1135256689944857,13.1,129070.4416710885,123856.69636810357,134018.52570778248,10.161829339678908,26.13272715582965,2.6186900255097934,27.0,5.0
Bobby Bones,9.45945945945946,False,9.460084351485639,0.28944565769895675,8.91122203860601,10.006461870555894,1.0952398319498844,9.3,95961.01396311396,90885.26045317369,100998.71832462901,10.11345787145532,18.9195438109451,2.5677523429289444,27.0,5.0
DeMarcus Ware,11.711711711711713,False,11.713222061462371,0.27375072333361816,11.145986715729633,12.244519012686771,1.0985322969571385,11.8,116684.9508520478,111498.5548154895,121549.8558253995,10.051301009910006,23.424933773174082,2.6755801061216355,27.0,5.0
Evanna Lynch,10.81081081081081,False,10.805133985701959,0.28148451613112085,10.267647291174947,11.377586892489635,1.1099396013146876,10.8,108357.66917724609,103418.08383867012,113614.62671922526,10.196542880555135,21.61594479651277,2.6213383707984828,27.0,5.0
Joe Amabile,7.657657657657657,False,7.63618306105987,0.29540051851316607,7.070222099079591,8.197004758114922,1.1267826590353307,7.6,79001.52370313888,73707.7305907839,84229.37508890832,10.521644498124413,15.293840718717526,2.5290811548763865,27.0,5.0
John Schneider,10.81081081081081,False,10.826727257116058,0.27667981202040376,10.287190222938596,11.362838980726297,1.0756487577877003,10.8,108556.1148545066,103597.98638582732,113471.44378972662,9.873457403899302,21.63753806792687,2.6547746072089273,27.0,5.0
Juan Pablo Di Pace,13.063063063063062,False,13.056883049558838,0.291823899151878,12.49693044308278,13.595579074320415,1.0986486312376353,13.1,128953.93120418525,123842.40429487133,133856.2838969286,10.013879602057262,26.1199461126219,2.5521669356171204,27.0,5.0
Mary Lou Retton,11.26126126126126,False,11.267986510692019,0.28818260195967677,10.709679265118186,11.805233554706316,1.0955542895881294,11.3,112605.83961695942,107486.1799088315,117531.11891426325,10.044939005431749,22.52924777195328,2.576107210760252,27.0,5.0
Milo Manheim,12.162162162162163,False,12.164115630156658,0.28634688087772586,11.599930239142758,12.70143151585705,1.101501276714293,12.1,120808.51495771349,115644.65855301969,125716.19373168607,10.071535178666382,24.32627779231882,2.5883475433479375,27.0,5.0
Alexis Ren,11.790393013100436,False,11.799352062306273,0.28280386083510156,11.269654800343124,12.346270421879101,1.0766156215359768,11.8,117469.521952533,112616.80621384973,122466.25194945691,9.84944573560718,23.58974507540671,2.612303851425273,27.0,6.0
Bobby Bones,9.60698689956332,False,9.58886876710881,0.2853127708695054,9.041656997982582,10.122107256618499,1.080450258635917,9.6,97148.62563218303,92088.41095657788,102066.28772578147,9.977876769203592,19.19585566667213,2.5952942014960407,27.0,6.0
DeMarcus Ware,11.353711790393014,False,11.356441377444817,0.28679946736374967,10.814005386672376,11.930015705838207,1.1160103191658308,11.3,113413.34101610417,108434.91943475867,118674.72535997712,10.239805925218446,22.71015316783783,2.585318968548607,27.0,6.0
Evanna Lynch,12.663755458515285,False,12.678426045435739,0.27774269223097864,12.146521559130141,13.22940172989255,1.082880170762408,12.6,125500.25907760713,120640.77716628782,130523.42313879634,9.882645972508515,25.342181503951025,2.647304687997853,27.0,6.0
Joe Amabile,9.60698689956332,False,9.612433717212065,0.28034810235222174,9.05695915374255,10.155217703064444,1.0982585493218942,9.5,97366.43216777095,92243.28256471148,102374.24532081655,10.130962756105072,19.219420616775388,2.629170472563444,27.0,6.0
John Schneider,8.296943231441048,False,8.285857220368335,0.2849758933465191,7.738441841190246,8.858374720585244,1.119932879394998,8.3,85062.91140646017,79966.12526613059,90375.79298378978,10.409667717659191,16.582800451809383,2.5975652431304157,27.0,6.0
Juan Pablo Di Pace,13.100436681222709,False,13.097123105542215,0.2835942744340517,12.52888905324463,13.677661006146224,1.148771952901594,13.1,129316.60518308388,124130.78929433585,134601.48273341454,10.470693439078692,26.197559786764923,2.6069210795061593,27.0,6.0
Mary Lou Retton,10.480349344978166,False,10.488147773143957,0.2853766673896843,9.920897183386371,11.030728128811411,1.1098309454250401,10.6,105440.05203800953,100217.99656797295,110427.55344938651,10.209556881413562,20.968497118122123,2.5948638945201687,27.0,6.0
Milo Manheim,13.100436681222709,False,13.093349931437789,0.28335501843626837,12.56631491638291,13.653862278765208,1.087547362382299,13.2,129282.25152624816,124464.6540023932,134396.0070791228,9.93135307672959,26.193786612660496,2.6085480870423168,27.0,6.0
Alexis Ren,12.643678160919542,False,12.642081333917337,0.28198299731052406,12.111259825911432,13.21330530639851,1.102045480487078,12.7,126318.80074174234,121424.59360595238,131568.3609962937,10.143767390341308,25.28575949483688,2.617917569736942,27.0,7.0
Bobby Bones,12.183908045977011,False,12.188246846358336,0.27793147565161497,11.711334021267485,12.737658555241454,1.0263245339739697,12.3,122137.44130652516,117735.67511035095,127197.58043922296,9.461905328872017,24.372154892335345,2.645982312734969,27.0,7.0
DeMarcus Ware,12.183908045977011,False,12.170798633008175,0.28022425806933315,11.59559715268588,12.723674174000914,1.1280770213150344,12.2,121976.52450838924,116670.39721789602,127065.33392015092,10.394936702254897,24.35470667898519,2.6300268296339264,27.0,7.0
Evanna Lynch,13.563218390804598,False,13.56554324063714,0.27464867060983,13.042273679680092,14.115222250772334,1.0729485710922422,13.5,134807.61322046252,130003.44694764886,139851.09503508487,9.847648087436013,27.12876163144174,2.669167351834618,27.0,7.0
Joe Amabile,10.804597701149426,False,10.806321753913666,0.289194276722645,10.222813688896744,11.347171039013622,1.1243573501168775,10.8,109360.87057067087,103949.76851896057,114365.60883845594,10.415840319495372,21.61091945506309,2.5694108567599487,27.0,7.0
John Schneider,12.413793103448276,False,12.414750680318837,0.28050178971485723,11.886761529688098,12.949995964618607,1.063234434930509,12.3,124225.13917914711,119358.4311702622,129153.32020878122,9.794889038519017,24.828543783767113,2.628108532023952,27.0,7.0
Juan Pablo Di Pace,12.873563218390805,False,12.86492938924774,0.2812768510060184,12.313241079606914,13.40611353676437,1.0928724571574548,12.8,128369.62919357706,123290.84393897136,133344.4739930022,10.053630054030844,25.738492607638545,2.622766101223951,27.0,7.0
