celebrity_name,judge_percentage,was_eliminated,mean_fan_percentage,std_fan_percentage,fan_percentage_ci_low,fan_percentage_ci_high,fan_percentage_ci_width,mode_fan_percentage,mean_fan_votes,fan_votes_ci_low,fan_votes_ci_high,fan_votes_ci_width,combined_percentage_mean,certainty_index,season,week
Jake Pavelka,10.242587601078167,False,10.242587595359566,7.113285241776734e-08,10.242587459720756,10.242587743246103,2.8352534719999767e-07,10.2,103192.65109019593,103192.64984085906,103192.65245220055,2.6113414933206515e-06,20.485175196437734,9.999992886719818,10.0,4.0
Kate Gosselin,8.62533692722372,False,8.625336934403185,7.398026833751313e-08,8.625336780899506,8.625337059722407,2.7882290076775007e-07,8.6,88232.8731448735,88232.87172020494,88232.87430797504,2.5877700973069295e-06,17.250673861626908,9.999992601978638,10.0,4.0
Nicole Scherzinger,13.477088948787062,False,13.4770889375404,6.47113522351673e-08,13.477088803289455,13.477089066669546,2.6338009107007565e-07,13.5,132791.09915119375,132791.09792930866,132791.10032769362,2.3983849678188564e-06,26.95417788632746,9.999993528868963,10.0,4.0
Niecy Nash,9.703504043126683,False,9.703504040127234,6.299981030389423e-08,9.703503897048504,9.70350415606502,2.590165149030099e-07,9.7,98220.37935047298,98220.37802947573,98220.38042262445,2.3931487230584027e-06,19.407008083253917,9.999993700022939,10.0,4.0
Pamela Anderson,12.668463611859837,False,12.668463620076864,7.266254596632633e-08,12.66846345954833,12.668463768422221,3.0887389179667935e-07,12.7,125424.25802433888,125424.25655856777,125424.25937897284,2.8204050759086385e-06,25.3369272319367,9.999992733750682,10.0,4.0
Albert Reed,8.171206225680933,False,8.171206212599365,9.17204391969889e-08,8.171206034807305,8.171206415343429,3.805361235009741e-07,8.2,81897.52914737104,81897.52753221919,81897.53098711648,3.454897290794179e-06,16.3424124382803,9.999990827964492,5.0,1.0
Cameron Mathison,8.171206225680933,False,8.171206222587628,1.0149259641303554e-07,8.171206048996762,8.171206451997852,4.0300109027668896e-07,8.2,81897.5292381239,81897.52766270662,81897.53132244619,3.65973956650123e-06,16.34241244826856,9.999989850750659,5.0,1.0
Floyd Mayweather Jr. ,7.003891050583658,False,7.003891062526107,1.0681061768114462e-07,7.00389084673075,7.003891261013026,4.142822760400122e-07,7.0,71246.00615473924,71246.0041761543,71246.00797401472,3.79786042321939e-06,14.007782113109766,9.99998931894964,5.0,1.0
Helio Castroneves,9.72762645914397,False,9.727626471163674,9.563190549931416e-08,9.727626313879778,9.727626657176943,3.4329716491754425e-07,9.7,95971.52647366267,95971.52505566801,95971.52814932678,3.093658771831542e-06,19.455252930307644,9.999990436818594,5.0,1.0
Jane Seymour,9.33852140077821,False,9.338521407121268,8.78884411917246e-08,9.338521225540644,9.338521599853346,3.743127017230563e-07,9.3,92464.81814671232,92464.81650933588,92464.81988687832,3.3775424381019547e-06,18.67704280789948,9.999991211163605,5.0,1.0
Jennie Garth,8.171206225680933,False,8.17120621118042,9.068827557087694e-08,8.171206059117761,8.171206446416281,3.8729852036567536e-07,8.2,81897.5291344786,81897.5277521541,81897.53127064041,3.5184863081667572e-06,16.342412436861352,9.999990931180667,5.0,1.0
Josie Maran,6.22568093385214,False,6.2256809444147985,8.679688071850604e-08,6.22568074422547,6.2256811060817645,3.618562942619974e-07,6.2,64086.81106691496,64086.80922019011,64086.81255811803,3.3379279193468392e-06,12.451361878266939,9.999991320319461,5.0,1.0
Marie Osmond,8.171206225680933,False,8.171206234507348,8.67160446455043e-08,8.17120606483849,8.171206435343713,3.70505222946349e-07,8.2,81897.52934642583,81897.52780623357,81897.53116936362,3.3631300466367977e-06,16.34241246018828,9.999991328403054,5.0,1.0
Mark Cuban,8.171206225680933,False,8.171206218343947,1.0450525389728684e-07,8.171206023481531,8.171206393358155,3.6987662355159046e-07,8.2,81897.52919956601,81897.52742914083,81897.53079014577,3.3610049431445076e-06,16.34241244402488,9.999989549485532,5.0,1.0
Mel B,9.33852140077821,False,9.338521395509028,1.0105597247428434e-07,9.338521158919418,9.338521600036087,4.4111666852586495e-07,9.3,92464.81804195068,92464.81590508492,92464.81988920663,3.9841217076173055e-06,18.67704279628724,9.999989894412964,5.0,1.0
Sabrina Bryan,10.116731517509727,False,10.116731518511445,1.052114740723706e-07,10.116731329019235,10.11673170917116,3.8015192593832126e-07,10.1,99471.22121357321,99471.2195084606,99471.22292801342,3.419552813284099e-06,20.23346303602117,9.999989478863661,5.0,1.0
Wayne Newton,7.392996108949417,False,7.3929961015349726,1.3527614397476606e-07,7.392995873740431,7.39299630918303,4.354425993113864e-07,7.4,74807.15283648152,74807.15075595601,74807.15473406363,3.9781076193321494e-06,14.78599221048439,9.9999864724039,5.0,1.0
Albert Reed,8.823529411764707,False,8.82352940903433,8.339316422155502e-08,8.823529249687683,8.823529574856844,3.2516916093072723e-07,8.8,88522.07330520748,88522.07185127522,88522.07481318217,2.961906953714788e-06,17.64705882079904,9.999991660690531,5.0,2.0
Cameron Mathison,8.823529411764707,False,8.823529408356103,9.149648228787175e-08,8.823529183358698,8.823529606355821,4.2299712355031716e-07,8.8,88522.07329902105,88522.07124793985,88522.07510229739,3.854357535601594e-06,17.64705882012081,9.999990850360142,5.0,2.0
Floyd Mayweather Jr. ,8.823529411764707,False,8.823529412799923,9.122457835600431e-08,8.823529225765162,8.82352961318312,3.874179572704861e-07,8.8,88522.07333955528,88522.07163218308,88522.0751663077,3.534124611178413e-06,17.64705882456463,9.999990877550486,5.0,2.0
Helio Castroneves,11.344537815126053,False,11.344537807507601,8.579855443723058e-08,11.344537619605362,11.344537965481074,3.458757120711198e-07,11.3,111366.37133094305,111366.36964052102,111366.37275226778,3.1117467588046565e-06,22.689075622633652,9.999991420151916,5.0,2.0
Jane Seymour,8.823529411764707,False,8.823529402521608,9.173721213677908e-08,8.823529239745623,8.823529604678118,3.6493249488955826e-07,8.8,88522.07324580174,88522.07176277024,88522.07508869474,3.3259244955843314e-06,17.647058814286314,9.999990826287203,5.0,2.0
Jennie Garth,8.823529411764707,False,8.823529415875411,8.316377947935551e-08,8.823529229966356,8.823529578202459,3.482361030648917e-07,8.8,88522.07336760833,88522.07167028639,88522.07485009765,3.1798112613614647e-06,17.647058827640116,9.999991683628968,5.0,2.0
Marie Osmond,10.084033613445378,False,10.084033622246972,8.517653059901989e-08,10.08403344122736,10.084033807140262,3.6591290175636004e-07,10.1,99979.39119294527,99979.3895544429,99979.39286995844,3.315515539725311e-06,20.168067235692348,9.999991482354195,5.0,2.0
Mark Cuban,7.563025210084033,False,7.56302519445398,8.049742601324339e-08,7.563025029077752,7.563025342803321,3.1372556907882654e-07,7.6,76977.28693361455,76977.28541478493,76977.28829822098,2.8834360564360396e-06,15.126050404538013,9.999991950263878,5.0,2.0
Mel B,9.663865546218489,False,9.663865546104068,1.0112973213962134e-07,9.663865322098609,9.663865724263092,4.021644830487503e-07,9.7,96168.82608394875,96168.82404740747,96168.82770509188,3.657684414065443e-06,19.32773109232256,9.999989887037012,5.0,2.0
Sabrina Bryan,10.92436974789916,False,10.92436975815513,1.0463912468884554e-07,10.924369509011967,10.924369992502806,4.834908384765413e-07,10.9,107577.68945295502,107577.68720149797,107577.69156668542,4.365187443909235e-06,21.84873950605429,9.99998953609848,5.0,2.0
Wayne Newton,6.302521008403361,False,6.302521022944876,7.902346469911567e-08,6.302520870824231,6.302521174467007,3.0364277581185206e-07,6.3,65320.0684483995,65320.06703326872,65320.06985659518,2.8233264602022244e-06,12.605042031348237,9.999992097659774,5.0,2.0
Alek Skarlatos,8.799999999999999,False,8.800000014655335,1.198588988968822e-07,8.799999805527346,8.800000279244907,4.737175611779776e-07,8.8,87025.1849378602,87025.1830485174,87025.18732381184,4.2752944427775215e-06,17.600000014655336,9.999988014124476,21.0,1.0
Alexa PenaVega,8.799999999999999,False,8.799999979965648,1.0543844524475642e-07,8.799999747435557,8.800000161984936,4.145493797125255e-07,8.8,87025.18462598902,87025.18253509817,87025.18625865683,3.723558664205484e-06,17.599999979965645,9.999989456166594,21.0,1.0
Andy Grammer,8.4,False,8.400000003204584,1.359939201099495e-07,8.399999700461002,8.400000264708405,5.642474025790989e-07,8.4,83424.62230250113,83424.6195753723,83424.62467199964,5.09662734111771e-06,16.800000003204584,9.999986400626483,21.0,1.0
Bindi Irwin,9.6,False,9.599999986920954,1.1568232127499806e-07,9.59999975646661,9.600000232153256,4.756866456290254e-07,9.6,94200.92591991296,94200.92385868354,94200.92812340643,4.26472288381774e-06,19.199999986920954,9.999988431781254,21.0,1.0
Carlos PenaVega,9.2,False,9.200000014318203,1.0531382289937082e-07,9.19999979003308,9.200000241141973,4.5110889246302577e-07,9.2,90617.08566820946,90617.0836546741,90617.08770882207,4.054147968417965e-06,18.400000014318202,9.999989468628801,21.0,1.0
Chaka Khan,5.2,False,5.199999978319934,1.238835227952564e-07,5.199999685497738,5.200000166278526,4.807807885143234e-07,5.2,54203.18356859033,54203.18085185945,54203.185310087145,4.458227696886752e-06,10.399999978319935,9.999987611663066,21.0,1.0
Gary Busey,6.0,False,6.000000009557849,9.839695009375782e-08,5.999999790884024,6.000000162249056,3.713650320591455e-07,6.0,61594.18176331919,61594.17975123134,61594.18316881946,3.4175881155533716e-06,12.000000009557848,9.999990160314672,21.0,1.0
Hayes Grier,8.4,False,8.400000024410302,1.018475557266189e-07,8.399999828559034,8.40000025256498,4.2400594679747883e-07,8.4,83424.62249362361,83424.62072441434,83424.62455062974,3.826215397566557e-06,16.800000024410302,9.9999898152548,21.0,1.0
Kim Zolciak-Biermann,4.8,False,4.799999991185452,1.3803211174687988e-07,4.7999997073369505,4.8000002421162735,5.347793230470188e-07,4.8,50478.633816690875,50478.63117196157,50478.636155996435,4.984034865628928e-06,9.599999991185452,9.999986196807878,21.0,1.0
Nick Carter,9.6,False,9.599999986966486,1.1147780801295091e-07,9.599999799297771,9.600000218846198,4.195484262226046e-07,9.6,94200.92592032043,94200.92423998304,94200.92799502687,3.7550438282778486e-06,19.199999986966485,9.999988852231626,21.0,1.0
Paula Deen,6.0,False,5.99999999643804,1.1588094233569511e-07,5.9999997715893265,6.000000237235839,4.6564651245972755e-07,6.0,61594.18164267402,61594.17957869993,61594.183857849006,4.279149077774491e-06,11.99999999643804,9.999988411919194,21.0,1.0
Tamar Braxton,9.2,False,9.200000018425918,1.1819565075321559e-07,9.199999814429978,9.200000279159754,4.647297764392988e-07,9.2,90617.08570505335,90617.08387723408,90617.08805113245,4.173898370936513e-06,18.400000018425917,9.999988180448895,21.0,1.0
Victor Espinoza,6.0,False,5.9999999956312955,1.2777524280564096e-07,5.999999767673744,6.00000027777634,5.101025957188199e-07,6.0,61594.18163525546,61594.179535378025,61594.184225235585,4.689857560151722e-06,11.999999995631295,9.999987222492045,21.0,1.0
Alek Skarlatos,8.317929759704251,False,8.317929764257203,1.0642949470972238e-07,8.317929537025394,8.317929980240846,4.4321545189518474e-07,8.3,82613.05070259442,82613.04865199944,82613.05264902912,3.997029678430408e-06,16.635859523961454,9.999989357061857,21.0,2.0
Alexa PenaVega,8.502772643253234,False,8.50277263777957,9.96046560514127e-08,8.502772449122075,8.502772827546965,3.7842488964656695e-07,8.5,84277.4459817265,84277.44428486803,84277.44769278115,3.4079131146427243e-06,17.005545281032802,9.999990039544315,21.0,2.0
Andy Grammer,8.133086876155268,False,8.133086874138746,1.0390065293479048e-07,8.133086686372184,8.133087107148516,4.2077633111148316e-07,8.1,80946.63224807667,80946.6305549217,80946.63434817578,3.7932540726615116e-06,16.266173750294016,9.999989609945501,21.0,2.0
Bindi Irwin,8.872458410351202,False,8.872458408009317,9.701050840012162e-08,8.87245826075726,8.872458612971354,3.5221409433461304e-07,8.9,87600.44597089621,87600.44465063102,87600.44781466278,3.164031761116348e-06,17.74491681836052,9.99999029895857,21.0,2.0
Carlos PenaVega,8.317929759704251,False,8.317929777450605,1.040422416177686e-07,8.31792958294216,8.317930053428771,4.7048661144799553e-07,8.3,82613.05082146419,82613.04906668373,82613.05331048153,4.243797797244042e-06,16.635859537154857,9.999989595786662,21.0,2.0
Chaka Khan,5.545286506469501,False,5.545286504071333,9.313631255113914e-08,5.545286331557548,5.545286681968709,3.504111614205385e-07,5.5,57352.247234734896,57352.245643217364,57352.248875065576,3.231848211726174e-06,11.090573010540833,9.99999068637742,21.0,2.0
Gary Busey,6.099815157116451,False,6.09981516386763,1.109373435354896e-07,6.099814989334244,6.09981541445789,4.251236456198626e-07,6.1,62457.351704385765,62457.35010405619,62457.35399785675,3.8938005600357425e-06,12.199630320984081,9.999988906277952,21.0,2.0
Hayes Grier,8.317929759704251,False,8.317929780097142,1.2214916814618462e-07,8.317929526776748,8.317930023927316,4.971505678241783e-07,8.3,82613.05084530891,82613.04856352063,82613.05304255652,4.479035895201378e-06,16.635859539801395,9.999987785098106,21.0,2.0
Kim Zolciak-Biermann,6.839186691312385,False,6.839186696175625,1.3570907861442879e-07,6.839186432405317,6.839186923267233,4.908619164467609e-07,6.8,69218.16463678487,69218.16223574545,69218.16670920288,4.473457433050498e-06,13.67837338748801,9.999986429110555,21.0,2.0
Nick Carter,8.317929759704251,False,8.31792974341539,1.1076045475217985e-07,8.31792951621587,8.317929989307558,4.730916884909675e-07,8.3,82613.05051481415,82613.0484605392,82613.05272890281,4.268363612936809e-06,16.63585950311964,9.999988923966793,21.0,2.0
Paula Deen,6.839186691312385,False,6.839186677902933,1.2104178939731685e-07,6.839186443188094,6.839186864144382,4.2095628760563386e-07,6.8,69218.16447028115,69218.16232867411,69218.1661679264,3.839252298348583e-06,13.678373369215318,9.99998789583571,21.0,2.0
Tamar Braxton,9.057301293900183,False,9.057301293464944,1.4138893896556532e-07,9.057301007694852,9.05730153973569,5.320408380526942e-07,9.1,89259.18038528696,89259.17781593649,89259.18259295118,4.777014692081139e-06,18.114602587365127,9.999985861126094,21.0,2.0
Victor Espinoza,6.839186691312385,False,6.839186679369564,1.2187667582069185e-07,6.8391863886692414,6.839186926758245,5.380890035766583e-07,6.8,69218.16448364532,69218.16183440463,69218.16674168948,4.907284848741256e-06,13.67837337068195,9.999987812347271,21.0,2.0
Alek Skarlatos,10.81967213114754,False,10.819672131580125,8.200800440648414e-08,10.819671971457954,10.819672314847146,3.4338919263632306e-07,10.8,107536.19885652058,107536.19739838975,107536.20053072275,3.1323330040322617e-06,21.639344262727665,9.999991799206285,21.0,3.0
Alexa PenaVega,11.80327868852459,False,11.803278694703538,9.252766409359606e-08,11.8032785205473,11.803278861657367,3.4111006641524e-07,11.8,116474.27400712538,116474.27242728423,116474.27552015636,3.0928721243981273e-06,23.60655738322813,9.999990747242151,21.0,3.0
Andy Grammer,9.508196721311474,False,9.508196710664368,8.255124133245008e-08,9.50819653011399,9.50819686901354,3.3889955020072193e-07,9.5,95557.92663163849,95557.92497922444,95557.92808386018,3.1046357471495865e-06,19.016393431975843,9.999991744882681,21.0,3.0
Bindi Irwin,10.491803278688524,False,10.491803291608138,7.831211169873475e-08,10.491803151132878,10.491803483039924,3.319070458474016e-07,10.5,104548.58816941147,104548.58688937027,104548.58992199866,3.032628388609737e-06,20.98360657029666,9.999992168794963,21.0,3.0
Carlos PenaVega,10.163934426229508,False,10.163934431636457,7.974920903159586e-08,10.163934270467498,10.163934554926463,2.8445896482764965e-07,10.2,101556.50057688203,101556.49910839484,101556.50170348305,2.5950882118195294e-06,20.327868857865965,9.999992025085456,21.0,3.0
Gary Busey,8.19672131147541,False,8.196721310377388,8.909758521655308e-08,8.19672113279711,8.196721461881692,3.290845818071375e-07,8.2,83495.08544130671,83495.08379958851,83495.08683769479,3.038106282474473e-06,16.3934426218528,9.999991090249416,21.0,3.0
Hayes Grier,9.836065573770492,False,9.83606556960914,8.303675896826712e-08,9.836065396119496,9.836065736559911,3.404404154139229e-07,9.8,98559.69928440133,98559.69769432337,98559.7008100012,3.115677827736363e-06,19.67213114337963,9.999991696330998,21.0,3.0
Nick Carter,11.80327868852459,False,11.803278690627282,7.271673878894441e-08,11.803278548702654,11.803278838289515,2.895868611574315e-07,11.8,116474.2739701565,116474.27268467091,116474.2753117726,2.62710168317426e-06,23.606557379151873,9.999992728331408,21.0,3.0
Paula Deen,6.557377049180328,False,6.557377041015419,1.0328315802871291e-07,6.557376821979655,6.557377260084889,4.3810523475684704e-07,6.6,68261.25423701409,68261.25218992056,68261.25628363514,4.093714582268149e-06,13.114754090195747,9.999989671694864,21.0,3.0
Tamar Braxton,10.81967213114754,False,10.81967212817814,8.257838544618078e-08,10.819671963699026,10.819672288655385,3.249563587104376e-07,10.8,107536.19882554346,107536.19732681008,107536.20028778134,2.9609712510136886e-06,21.639344259325682,9.999991742168273,21.0,3.0
Alek Skarlatos,10.16949152542373,False,10.169491528642883,7.816988654036393e-08,10.169491364977395,10.169491687627346,3.2264995120101503e-07,10.2,101615.80808148411,101615.80658756688,101615.80953494569,2.947378801763989e-06,20.338983054066613,9.999992183017456,21.0,4.0
Alexa PenaVega,8.898305084745763,False,8.898305073524753,7.843927195626099e-08,8.8983048708967,8.89830522416994,3.532732399946781e-07,8.9,89967.48955031045,89967.4876864929,89967.49094076821,3.254275317885913e-06,17.796610158270518,9.999992156078957,21.0,4.0
Andy Grammer,9.745762711864408,False,9.745762719200398,6.934129809126611e-08,9.745762566965082,9.74576285150147,2.845363873404949e-07,9.7,97741.67693916261,97741.6755444575,97741.678151758,2.60730049922131e-06,19.491525431064808,9.999993065874998,21.0,4.0
Bindi Irwin,11.864406779661016,False,11.86440677722128,8.406368721930359e-08,11.864406644882521,11.864406980995376,3.36112854881776e-07,11.9,117038.4548106395,117038.45361427304,117038.45666434386,3.0500708235194908e-06,23.728813556882294,9.999991593638343,21.0,4.0
Carlos PenaVega,10.59322033898305,False,10.59322035006935,8.223687763777064e-08,10.593220217331313,10.593220476497859,2.5916654600166567e-07,10.6,105482.0708065555,105482.06959686807,105482.07195841701,2.3615489481016993e-06,21.1864406890524,9.999991776318998,21.0,4.0
Gary Busey,6.779661016949152,False,6.779661012923767,6.110299135216301e-08,6.779660891501828,6.77966112204575,2.305439226191197e-07,6.8,70344.94927216879,70344.94814127858,70344.95029073454,2.149455962353386e-06,13.55932202987292,9.999993889704598,21.0,4.0
Hayes Grier,11.440677966101696,False,11.44067796768967,8.882415989608628e-08,11.440677781241938,11.440678195463223,4.142212848279314e-07,11.4,113192.96077901771,113192.95908746785,113192.96285000636,3.7625385011779144e-06,22.881355933791365,9.999991117591899,21.0,4.0
Nick Carter,11.440677966101696,False,11.440677966712153,7.635683015007699e-08,11.440677778735404,11.440678103574696,3.248392914656506e-07,11.4,113192.96077013908,113192.95906379903,113192.96201486385,2.9510648164432497e-06,22.881355932813847,9.999992364322814,21.0,4.0
Paula Deen,7.627118644067797,False,7.627118626985075,8.135678561314744e-08,7.6271184277574235,7.627118756560156,3.288027325965004e-07,7.6,78230.66812666153,78230.66628469867,78230.6693272618,3.0425631266552954e-06,15.254237271052872,9.999991864328058,21.0,4.0
Tamar Braxton,11.440677966101696,False,11.440677977030663,8.413031836095149e-08,11.440677828058217,11.44067815057679,3.225185736255298e-07,11.4,113192.96086386079,113192.95950852787,113192.96243934694,2.930819071480073e-06,22.88135594313236,9.999991586975241,21.0,4.0
Alek Skarlatos,9.634551495016613,False,9.634551508136662,7.188808793387405e-08,9.634551346477437,9.634551655827345,3.0934990746800395e-07,9.6,97567.85177384663,97567.85027968098,97567.85313920693,2.8595259500434623e-06,19.269103003153276,9.999992811196373,21.0,5.0
Alexa PenaVega,13.2890365448505,False,13.289036529283784,7.268409623168417e-08,13.2890363556145,13.28903664328703,2.876725293532445e-07,13.3,131058.67088076344,131058.6692973479,131058.67192138036,2.624032465973869e-06,26.578073074134284,9.99999273159566,21.0,5.0
Andy Grammer,11.960132890365449,False,11.960132875943305,7.465621955682992e-08,11.960132695158526,11.960132985665055,2.9050652905482366e-07,12.0,118935.60455346349,118935.60289536485,118935.60555569261,2.66032776562497e-06,23.920265766308752,9.999992534383617,21.0,5.0
Bindi Irwin,12.29235880398671,False,12.292358816095886,8.473127445314205e-08,12.292358671197238,12.292358996904278,3.257070400053408e-07,12.3,121971.5965730764,121971.59524782338,121971.59822779363,2.97997024608776e-06,24.584717620082596,9.999991526879734,21.0,5.0
Carlos PenaVega,12.956810631229237,False,12.956810639582173,6.980163777513331e-08,12.956810517776209,12.956810803016229,2.8524002004814974e-07,13.0,128032.98236478418,128032.98125491384,128032.9838507392,2.595825353637338e-06,25.91362127081141,9.999993019841094,21.0,5.0
Hayes Grier,9.966777408637874,False,9.966777403820801,7.233803967959771e-08,9.96677725084942,9.966777550498014,2.9964859393771803e-07,10.0,100634.30058731425,100634.29917524273,100634.30193612333,2.760880597634241e-06,19.933554812458674,9.999992766201263,21.0,5.0
Nick Carter,11.627906976744184,False,11.627906978967262,6.481605888012904e-08,11.627906858691148,11.627907077215243,2.185240948193723e-07,11.6,115895.86595994972,115895.86486086182,115895.86686220541,2.0013435860164466e-06,23.255813955711446,9.999993518398313,21.0,5.0
Paula Deen,8.637873754152823,False,8.637873755275574,7.687126662442223e-08,8.63787360153985,8.637873918268914,3.1672906430912917e-07,8.6,88335.27567376001,88335.27424711944,88335.27718574232,2.9386228852672504e-06,17.2757475094284,9.999992312879245,21.0,5.0
Tamar Braxton,9.634551495016613,False,9.634551492894545,8.215704096207409e-08,9.63455130546574,9.634551682937627,3.774718866367266e-07,9.6,97567.85163304185,97567.8499016438,97567.8533860563,3.4844125038944183e-06,19.269102987911157,9.999991784302653,21.0,5.0
Alek Skarlatos,9.584664536741212,False,9.584664537852458,6.867141371211908e-08,9.58466438355701,9.58466465367175,2.7011473946458864e-07,9.6,97121.6366924611,97121.6352651499,97121.63776125108,2.496101180440746e-06,19.16932907459367,9.999993132863345,21.0,6.0
Alexa PenaVega,9.584664536741212,False,9.584664554177074,6.665805303698143e-08,9.584664448800638,9.584664698709055,2.4990841751559856e-07,9.6,97121.63684332818,97121.63587175826,97121.63817680017,2.3050419113133103e-06,19.169329090918286,9.99999333419914,21.0,6.0
Andy Grammer,12.779552715654953,False,12.779552705035755,6.504194125274633e-08,12.779552567521911,12.779552814384994,2.468630828644791e-07,12.8,126436.43066201909,126436.42940670169,126436.43166053247,2.253830782137811e-06,25.559105420690706,9.999993495810106,21.0,6.0
Bindi Irwin,12.779552715654953,False,12.77955271025969,5.7364824984717744e-08,12.77955256543319,12.779552799127122,2.3369393176153608e-07,12.8,126436.43070965575,126436.42938668076,126436.43152164054,2.1349597809603436e-06,25.559105425914645,9.999994263520792,21.0,6.0
Carlos PenaVega,12.140575079872203,False,12.140575079821481,7.995660200284819e-08,12.140574899980795,12.140575268605835,3.6862503982604267e-07,12.1,120603.24769140728,120603.24604463502,120603.24941610967,3.3714746532496063e-06,24.281150159693684,9.999992004346192,21.0,6.0
Hayes Grier,10.22364217252396,False,10.22364217293428,5.744915433999621e-08,10.223642032216597,10.223642291768181,2.5955158378110355e-07,10.2,103017.28327668259,103017.28197970097,103017.28437051862,2.3908176517579706e-06,20.44728434545824,9.999994255087866,21.0,6.0
Nick Carter,12.460063897763575,False,12.460063899269748,6.007207455360223e-08,12.460063784878717,12.460064012138739,2.272600223562904e-07,12.5,123521.46020500916,123521.45916012044,123521.46123464711,2.0745266665471716e-06,24.920127797033324,9.999993992796153,21.0,6.0
Paula Deen,7.667731629392971,False,7.667731630105886,5.5462696811523004e-08,7.667731521599756,7.66773174609418,2.244944239393476e-07,7.7,79305.44320719181,79305.4421939688,79305.44429049599,2.0965271833119912e-06,15.335463259498859,9.999994453733395,21.0,6.0
Tamar Braxton,12.779552715654953,False,12.779552710543628,8.236593184679965e-08,12.779552523352267,12.779552880877658,3.5752539062627875e-07,12.8,126436.43071224495,126436.42900207022,126436.43226544376,3.2633735390845684e-06,25.55910542619858,9.999991763413599,21.0,6.0
Alek Skarlatos,11.990950226244344,False,11.99095024084194,6.546290682662312e-08,11.99095014219792,11.990950405549555,2.6335163383350846e-07,12.0,120309.30708333176,120309.306173414,120309.30860276292,2.4293489113915713e-06,23.981900467086284,9.999993453713602,21.0,7.0
Alexa PenaVega,12.44343891402715,False,12.443438919656325,6.241560649153013e-08,12.443438809819495,12.443439038660127,2.288406317774161e-07,12.4,124480.81115090015,124480.81013918493,124480.8122471364,2.1079514699522404e-06,24.886877833683474,9.999993758443246,21.0,7.0
Andy Grammer,12.669683257918551,False,12.669683254814823,6.128542897586641e-08,12.669683139495094,12.669683386377642,2.4688254818272526e-07,12.7,126564.07257466724,126564.07151333382,126564.07378596775,2.2726339229848237e-06,25.339366512733374,9.999993871460857,21.0,7.0
Bindi Irwin,13.12217194570136,False,13.122171946067786,6.206698612009097e-08,13.12217182513764,13.122172070421401,2.45283761302062e-07,13.1,130725.85245990325,130725.85134753131,130725.8536035634,2.256032094010152e-06,26.244343891769148,9.99999379330524,21.0,7.0
Carlos PenaVega,12.669683257918551,False,12.669683250844749,7.070870571806156e-08,12.66968308859802,12.669683373944661,2.8534664053836423e-07,12.7,126564.0725381249,126564.07104427059,126564.07367136473,2.6270941452821717e-06,25.339366508763298,9.999992929134427,21.0,7.0
Hayes Grier,12.669683257918551,False,12.669683252316169,6.78829095542939e-08,12.669683124129666,12.669683378983395,2.548537292312858e-07,12.7,126564.07255166855,126564.07137192163,126564.07371726268,2.3453410540241746e-06,25.33936651023472,9.999993211713651,21.0,7.0
Nick Carter,12.217194570135746,False,12.217194566159826,5.913846413260684e-08,12.217194476180472,12.217194705216302,2.2903583030142727e-07,12.2,122395.90580623492,122395.90497644148,122395.90708804071,2.111599227646366e-06,24.43438913629557,9.999994086157084,21.0,7.0
Tamar Braxton,12.217194570135746,False,12.217194569298385,6.753774358605955e-08,12.217194423180318,12.217194715638968,2.924586492980552e-07,12.2,122395.9058351693,122395.90448831729,122395.90718343254,2.695115254027769e-06,24.43438913943413,9.999993246230202,21.0,7.0
Alek Skarlatos,12.886637793725134,False,12.886637797250625,5.7305565435848116e-08,12.886637688769351,12.886637900464462,2.1169511121854612e-07,12.9,129907.0294081382,129907.0284008921,129907.03036653754,1.9656454387586562e-06,25.773275590975757,9.99999426944674,21.0,8.0
Alexa PenaVega,13.917465724120795,False,13.91746573125366,5.035997426456156e-08,13.917465636011839,13.91746584358258,2.0757074103983086e-07,13.9,139472.0722098879,139472.07132760194,139472.07324894637,1.9213444320485e-06,27.834931455374456,9.99999496400511,21.0,8.0
Andy Grammer,12.37106918887378,False,12.37106918474995,4.358360684757523e-08,12.371069096127808,12.37106927415515,1.7802734220140337e-07,12.4,125111.10161075102,125111.10078653213,125111.10244264873,1.6561165975872427e-06,24.74213837362373,9.999995641641213,21.0,8.0
Bindi Irwin,14.43303432897215,False,14.433034322798692,5.028170332028912e-08,14.433034231430467,14.433034443023553,2.1159308616347516e-07,14.4,144245.0187484017,144245.01790183742,144245.01986059378,1.9587563583627343e-06,28.866068651770842,9.999994971832196,21.0,8.0
Carlos PenaVega,14.948396747618805,False,14.948396738324336,4.8511566333391445e-08,14.948396640446793,14.9483968148566,1.7440980748517632e-07,14.9,149009.28604290777,149009.2851378948,149009.2867512283,1.6133335011545568e-06,29.896793485943142,9.99999514884572,21.0,8.0
Nick Carter,17.010361887717178,False,17.010361895372416,4.730492735933306e-08,17.010361799102757,17.01036199384771,1.9474495260851654e-07,17.0,168010.4731625772,168010.47227606736,168010.47406896774,1.792900380678475e-06,34.02072378308959,9.999995269509501,21.0,8.0
Tamar Braxton,14.43303432897215,False,14.43303433025032,5.511688759239925e-08,14.433034227254492,14.433034438303782,2.1104929004422956e-07,14.4,144245.01881733627,144245.01786435177,144245.01981693512,1.9525833486113696e-06,28.86606865922247,9.999994488314277,21.0,8.0
